feed.count,offset.min.cent,age,sex.m,dominant,groupsize,focal.id,group.id,season.id,focal.by.season
13,1.507773241,43,0,1,10.21,37,9,1999_2000,37_1999_2000
44,1.200039127,21,0,0,10.21,659,9,1999_2000,659_1999_2000
114,1.200039127,16,0,0,10.21,661,9,1999_2000,661_1999_2000
102,1.200039127,16,0,0,10.21,662,9,1999_2000,662_1999_2000
86,1.507773241,7,0,0,10.21,664,9,1999_2000,664_1999_2000
135,1.507773241,16,1,0,10.21,722,9,1999_2000,722_1999_2000
67,1.30631731,16,1,0,10.21,723,9,1999_2000,723_1999_2000
54,1.507773241,7,1,0,10.21,730,9,1999_2000,730_1999_2000
111,1.507773241,7,1,0,10.21,731,9,1999_2000,731_1999_2000
48,0.115464497,46,0,1,5.83,37,9,1999_2000,37_1999_2000
68,0.086584577,10,0,0,5.83,664,9,1999_2000,664_1999_2000
89,0.086584577,19,1,0,5.83,722,9,1999_2000,722_1999_2000
45,0.086584577,10,1,0,5.83,730,9,1999_2000,730_1999_2000
77,0.086584577,10,1,0,5.83,731,9,1999_2000,731_1999_2000
8,-1.861850584,48,0,1,8.45,37,9,1999_2000,37_1999_2000
7,-1.861850584,13,0,0,8.45,664,9,1999_2000,664_1999_2000
0,-1.861850584,6,0,0,8.45,665,9,1999_2000,665_1999_2000
6,-1.861850584,6,0,0,8.45,666,9,1999_2000,666_1999_2000
8,-1.861850584,22,1,0,8.45,722,9,1999_2000,722_1999_2000
7,-1.861850584,13,1,0,8.45,730,9,1999_2000,730_1999_2000
6,-1.861850584,13,1,0,8.45,731,9,1999_2000,731_1999_2000
7,-1.861850584,6,1,0,8.45,732,9,1999_2000,732_1999_2000
38,-0.128181167,51,0,1,14.46,37,9,1999_2000,37_1999_2000
12,-4.884140534,18,1,0,14.46,471,9,1999_2000,471_1999_2000
26,-0.128181167,15,0,0,14.46,664,9,1999_2000,664_1999_2000
25,-0.128181167,8,0,0,14.46,665,9,1999_2000,665_1999_2000
15,-0.128181167,8,0,0,14.46,666,9,1999_2000,666_1999_2000
22,-0.128181167,6,0,0,14.46,667,9,1999_2000,667_1999_2000
21,-0.128181167,6,0,0,14.46,668,9,1999_2000,668_1999_2000
10,-0.128181167,6,0,0,14.46,669,9,1999_2000,669_1999_2000
37,-0.128181167,6,0,0,14.46,670,9,1999_2000,670_1999_2000
36,-0.128181167,24,1,1,14.46,722,9,1999_2000,722_1999_2000
20,-0.156116629,15,1,0,14.46,730,9,1999_2000,730_1999_2000
19,-0.128181167,15,1,0,14.46,731,9,1999_2000,731_1999_2000
21,-0.128181167,8,1,0,14.46,732,9,1999_2000,732_1999_2000
17,-0.128181167,6,1,0,14.46,733,9,1999_2000,733_1999_2000
18,-0.128181167,6,1,0,14.46,734,9,1999_2000,734_1999_2000
4,0.035680417,57,0,1,19.7,37,9,2000_2001,37_2000_2001
3,-0.479951988,21,0,0,19.7,664,9,2000_2001,664_2000_2001
9,-0.479951988,14,0,0,19.7,665,9,2000_2001,665_2000_2001
9,0.035680417,14,0,0,19.7,666,9,2000_2001,666_2000_2001
13,0.072224101,12,0,0,19.7,667,9,2000_2001,667_2000_2001
5,0.035680417,12,0,0,19.7,668,9,2000_2001,668_2000_2001
16,0.035680417,9,0,0,19.7,671,9,2000_2001,671_2000_2001
12,0.035680417,9,0,0,19.7,672,9,2000_2001,672_2000_2001
3,0.035680417,9,0,0,19.7,673,9,2000_2001,673_2000_2001
10,0.072224101,6,0,0,19.7,674,9,2000_2001,674_2000_2001
22,0.072224101,6,0,0,19.7,675,9,2000_2001,675_2000_2001
4,0.035680417,30,1,1,19.7,722,9,2000_2001,722_2000_2001
2,-0.630840001,21,1,0,19.7,730,9,2000_2001,730_2000_2001
7,0.035680417,21,1,0,19.7,731,9,2000_2001,731_2000_2001
4,0.072224101,14,1,0,19.7,732,9,2000_2001,732_2000_2001
12,0.072224101,12,1,0,19.7,733,9,2000_2001,733_2000_2001
13,0.035680417,12,1,0,19.7,734,9,2000_2001,734_2000_2001
11,0.035680417,9,1,0,19.7,736,9,2000_2001,736_2000_2001
5,0.072224101,6,1,0,19.7,737,9,2000_2001,737_2000_2001
11,0.035680417,6,1,0,19.7,738,9,2000_2001,738_2000_2001
17,0.072224101,6,1,0,19.7,739,9,2000_2001,739_2000_2001
14,-0.710614357,59,0,1,20.37,37,9,2000_2001,37_2000_2001
4,-0.863910094,24,0,0,20.37,664,9,2000_2001,664_2000_2001
8,-0.710614357,17,0,0,20.37,665,9,2000_2001,665_2000_2001
8,-0.710614357,17,0,0,20.37,666,9,2000_2001,666_2000_2001
25,-0.710614357,14,0,0,20.37,667,9,2000_2001,667_2000_2001
15,-0.710614357,14,0,0,20.37,668,9,2000_2001,668_2000_2001
25,-0.710614357,12,0,0,20.37,671,9,2000_2001,671_2000_2001
10,-0.710614357,12,0,0,20.37,672,9,2000_2001,672_2000_2001
12,-0.710614357,12,0,0,20.37,673,9,2000_2001,673_2000_2001
15,-0.710614357,9,0,0,20.37,674,9,2000_2001,674_2000_2001
13,-0.710614357,9,0,0,20.37,675,9,2000_2001,675_2000_2001
25,-0.710614357,33,1,1,20.37,722,9,2000_2001,722_2000_2001
19,-0.710614357,24,1,0,20.37,730,9,2000_2001,730_2000_2001
24,-0.710614357,24,1,0,20.37,731,9,2000_2001,731_2000_2001
12,-0.710614357,17,1,0,20.37,732,9,2000_2001,732_2000_2001
13,-0.790693503,14,1,0,20.37,733,9,2000_2001,733_2000_2001
9,-0.710614357,14,1,0,20.37,734,9,2000_2001,734_2000_2001
11,-0.710614357,12,1,0,20.37,736,9,2000_2001,736_2000_2001
7,-0.710614357,9,1,0,20.37,737,9,2000_2001,737_2000_2001
6,-0.710614357,9,1,0,20.37,738,9,2000_2001,738_2000_2001
14,-0.710614357,9,1,0,20.37,739,9,2000_2001,739_2000_2001
14,-0.283631479,62,0,1,23.46,37,9,2000_2001,37_2000_2001
17,-0.260690053,27,0,0,23.46,664,9,2000_2001,664_2000_2001
4,-0.260690053,20,0,0,23.46,665,9,2000_2001,665_2000_2001
22,-0.260690053,20,0,0,23.46,666,9,2000_2001,666_2000_2001
17,-0.283631479,17,0,0,23.46,667,9,2000_2001,667_2000_2001
13,-0.317168185,17,0,0,23.46,668,9,2000_2001,668_2000_2001
41,-0.260690053,14,0,0,23.46,671,9,2000_2001,671_2000_2001
16,-0.283631479,14,0,0,23.46,672,9,2000_2001,672_2000_2001
24,-0.283631479,14,0,0,23.46,673,9,2000_2001,673_2000_2001
7,-0.404193894,12,0,0,23.46,674,9,2000_2001,674_2000_2001
13,-0.260690053,12,0,0,23.46,675,9,2000_2001,675_2000_2001
21,-0.260690053,36,1,1,23.46,722,9,2000_2001,722_2000_2001
27,-0.260690053,27,1,0,23.46,730,9,2000_2001,730_2000_2001
17,-0.260690053,27,1,0,23.46,731,9,2000_2001,731_2000_2001
17,-0.260690053,20,1,0,23.46,732,9,2000_2001,732_2000_2001
9,-0.260690053,17,1,0,23.46,733,9,2000_2001,733_2000_2001
17,-0.283631479,17,1,0,23.46,734,9,2000_2001,734_2000_2001
16,-0.283631479,14,1,0,23.46,736,9,2000_2001,736_2000_2001
16,-0.379256307,12,1,0,23.46,737,9,2000_2001,737_2000_2001
18,-0.379256307,12,1,0,23.46,738,9,2000_2001,738_2000_2001
21,-0.260690053,12,1,0,23.46,739,9,2000_2001,739_2000_2001
6,-0.379256307,6,1,0,23.46,740,9,2000_2001,740_2000_2001
7,-0.379256307,6,1,0,23.46,741,9,2000_2001,741_2000_2001
5,-0.295241404,6,1,0,23.46,742,9,2000_2001,742_2000_2001
3,-0.415136426,6,1,0,23.46,743,9,2000_2001,743_2000_2001
8,-0.039677,68,0,1,28,37,9,2001_2002,37_2001_2002
12,-0.942289937,32,0,0,28,664,9,2001_2002,664_2001_2002
12,-0.703363668,25,0,0,28,665,9,2001_2002,665_2001_2002
6,-0.703363668,25,0,0,28,666,9,2001_2002,666_2001_2002
11,-0.703363668,23,0,0,28,667,9,2001_2002,667_2001_2002
7,-0.703363668,23,0,0,28,668,9,2001_2002,668_2001_2002
2,-0.420215145,20,0,0,28,671,9,2001_2002,671_2001_2002
6,-0.311654957,20,0,0,28,672,9,2001_2002,672_2001_2002
6,-0.677763776,20,0,0,28,673,9,2001_2002,673_2001_2002
10,-0.432991252,18,0,0,28,674,9,2001_2002,674_2001_2002
8,-0.357989284,18,0,0,28,675,9,2001_2002,675_2001_2002
18,-0.039677,9,0,0,28,677,9,2001_2002,677_2001_2002
33,-0.039677,9,0,0,28,678,9,2001_2002,678_2001_2002
23,-0.055367417,9,0,0,28,679,9,2001_2002,679_2001_2002
27,-0.039677,9,0,0,28,680,9,2001_2002,680_2001_2002
42,-0.039677,9,0,0,28,681,9,2001_2002,681_2001_2002
5,-0.039677,6,0,0,28,682,9,2001_2002,682_2001_2002
7,-0.126107797,6,0,0,28,683,9,2001_2002,683_2001_2002
0,-2.365053075,41,1,1,28,722,9,2001_2002,722_2001_2002
9,-0.310083637,32,1,1,28,730,9,2001_2002,730_2001_2002
0,-3.329016739,32,1,0,28,731,9,2001_2002,731_2001_2002
0,-0.115785708,25,1,0,28,732,9,2001_2002,732_2001_2002
3,-0.514851439,23,1,0,28,733,9,2001_2002,733_2001_2002
8,-0.039677,23,1,0,28,734,9,2001_2002,734_2001_2002
5,-1.230673839,20,1,0,28,736,9,2001_2002,736_2001_2002
4,-0.039677,18,1,0,28,737,9,2001_2002,737_2001_2002
17,-0.039677,18,1,0,28,738,9,2001_2002,738_2001_2002
4,-0.261448879,18,1,0,28,739,9,2001_2002,739_2001_2002
24,-0.071231533,12,1,0,28,740,9,2001_2002,740_2001_2002
6,-0.039677,12,1,0,28,741,9,2001_2002,741_2001_2002
10,-0.039677,12,1,0,28,742,9,2001_2002,742_2001_2002
7,-0.071231533,12,1,0,28,743,9,2001_2002,743_2001_2002
20,-0.039677,9,1,0,28,744,9,2001_2002,744_2001_2002
24,-0.039677,6,1,0,28,746,9,2001_2002,746_2001_2002
14,-0.126107797,6,1,0,28,747,9,2001_2002,747_2001_2002
16,-0.039677,6,1,0,28,748,9,2001_2002,748_2001_2002
1,-1.699776911,71,0,1,22.94,37,9,2001_2002,37_2001_2002
5,-1.699776911,20,0,0,22.94,675,9,2001_2002,675_2001_2002
6,-1.699776911,12,0,0,22.94,677,9,2001_2002,677_2001_2002
6,-1.699776911,12,0,0,22.94,678,9,2001_2002,678_2001_2002
7,-2.131497605,12,0,0,22.94,679,9,2001_2002,679_2001_2002
8,-1.699776911,12,0,0,22.94,680,9,2001_2002,680_2001_2002
2,-1.699776911,12,0,0,22.94,681,9,2001_2002,681_2001_2002
3,-1.699776911,9,0,0,22.94,682,9,2001_2002,682_2001_2002
9,-1.699776911,9,0,0,22.94,683,9,2001_2002,683_2001_2002
3,-1.699776911,35,1,1,22.94,730,9,2001_2002,730_2001_2002
2,-1.850303029,28,1,0,22.94,732,9,2001_2002,732_2001_2002
7,-1.699776911,26,1,0,22.94,733,9,2001_2002,733_2001_2002
12,-1.699776911,26,1,0,22.94,734,9,2001_2002,734_2001_2002
5,-1.699776911,20,1,0,22.94,737,9,2001_2002,737_2001_2002
14,-1.699776911,20,1,0,22.94,738,9,2001_2002,738_2001_2002
13,-1.699776911,20,1,0,22.94,739,9,2001_2002,739_2001_2002
17,-1.699776911,15,1,0,22.94,740,9,2001_2002,740_2001_2002
10,-1.997970557,15,1,0,22.94,741,9,2001_2002,741_2001_2002
9,-1.699776911,15,1,0,22.94,742,9,2001_2002,742_2001_2002
12,-1.699776911,15,1,0,22.94,743,9,2001_2002,743_2001_2002
8,-1.699776911,12,1,0,22.94,744,9,2001_2002,744_2001_2002
13,-1.699776911,9,1,0,22.94,746,9,2001_2002,746_2001_2002
10,-1.699776911,9,1,0,22.94,747,9,2001_2002,747_2001_2002
6,-1.997970557,9,1,0,22.94,748,9,2001_2002,748_2001_2002
3,-2.272566545,74,0,1,24,37,9,2001_2002,37_2001_2002
11,-2.573929085,23,0,0,24,675,9,2001_2002,675_2001_2002
7,-2.272566545,15,0,0,24,677,9,2001_2002,677_2001_2002
16,-2.335706442,15,0,0,24,678,9,2001_2002,678_2001_2002
23,-2.644228709,15,0,0,24,679,9,2001_2002,679_2001_2002
24,-2.499661491,15,0,0,24,680,9,2001_2002,680_2001_2002
21,-2.272566545,15,0,0,24,681,9,2001_2002,681_2001_2002
17,-2.499661491,12,0,0,24,682,9,2001_2002,682_2001_2002
18,-2.335706442,12,0,0,24,683,9,2001_2002,683_2001_2002
22,-2.499661491,6,0,0,24,684,9,2001_2002,684_2001_2002
8,-2.329265785,38,1,1,24,730,9,2001_2002,730_2001_2002
12,-2.644228709,31,1,0,24,732,9,2001_2002,732_2001_2002
6,-2.566326713,28,1,0,24,733,9,2001_2002,733_2001_2002
18,-2.329265785,28,1,0,24,734,9,2001_2002,734_2001_2002
16,-2.329265785,23,1,0,24,737,9,2001_2002,737_2001_2002
5,-2.395013271,23,1,0,24,738,9,2001_2002,738_2001_2002
5,-2.391653261,23,1,0,24,739,9,2001_2002,739_2001_2002
29,-2.566326713,18,1,0,24,740,9,2001_2002,740_2001_2002
20,-2.644228709,18,1,0,24,741,9,2001_2002,741_2001_2002
19,-2.329265785,18,1,0,24,742,9,2001_2002,742_2001_2002
24,-2.395013271,18,1,0,24,743,9,2001_2002,743_2001_2002
11,-2.566326713,15,1,0,24,744,9,2001_2002,744_2001_2002
28,-2.272566545,12,1,0,24,746,9,2001_2002,746_2001_2002
17,-2.573929085,12,1,0,24,747,9,2001_2002,747_2001_2002
34,-2.474551194,12,1,0,24,748,9,2001_2002,748_2001_2002
7,-2.332482495,6,1,0,24,749,9,2001_2002,749_2001_2002
12,-2.916755717,76,0,1,28.45,37,9,2001_2002,37_2001_2002
9,-2.463922885,25,0,0,28.45,675,9,2001_2002,675_2001_2002
8,-2.463922885,17,0,0,28.45,677,9,2001_2002,677_2001_2002
8,-2.916755717,17,0,0,28.45,678,9,2001_2002,678_2001_2002
5,-2.463922885,17,0,0,28.45,679,9,2001_2002,679_2001_2002
10,-2.463922885,17,0,0,28.45,680,9,2001_2002,680_2001_2002
17,-2.916755717,17,0,0,28.45,681,9,2001_2002,681_2001_2002
2,-2.916755717,14,0,0,28.45,682,9,2001_2002,682_2001_2002
5,-2.463922885,14,0,0,28.45,683,9,2001_2002,683_2001_2002
3,-2.463922885,8,0,0,28.45,684,9,2001_2002,684_2001_2002
10,-2.463922885,6,0,0,28.45,686,9,2001_2002,686_2001_2002
3,-2.463922885,6,0,0,28.45,687,9,2001_2002,687_2001_2002
17,-2.916755717,6,0,0,28.45,688,9,2001_2002,688_2001_2002
4,-2.463922885,40,1,1,28.45,730,9,2001_2002,730_2001_2002
8,-2.463922885,33,1,0,28.45,732,9,2001_2002,732_2001_2002
4,-2.463922885,31,1,0,28.45,733,9,2001_2002,733_2001_2002
7,-2.463922885,31,1,0,28.45,734,9,2001_2002,734_2001_2002
3,-2.463922885,25,1,0,28.45,737,9,2001_2002,737_2001_2002
2,-2.463922885,25,1,0,28.45,738,9,2001_2002,738_2001_2002
6,-2.463922885,25,1,0,28.45,739,9,2001_2002,739_2001_2002
3,-2.463922885,20,1,0,28.45,740,9,2001_2002,740_2001_2002
4,-2.463922885,20,1,0,28.45,741,9,2001_2002,741_2001_2002
7,-2.463922885,20,1,0,28.45,742,9,2001_2002,742_2001_2002
5,-2.463922885,20,1,0,28.45,743,9,2001_2002,743_2001_2002
2,-2.463922885,17,1,0,28.45,744,9,2001_2002,744_2001_2002
14,-2.463922885,14,1,0,28.45,746,9,2001_2002,746_2001_2002
8,-2.463922885,14,1,0,28.45,747,9,2001_2002,747_2001_2002
10,-2.463922885,14,1,0,28.45,748,9,2001_2002,748_2001_2002
1,-2.463922885,8,1,0,28.45,749,9,2001_2002,749_2001_2002
12,-2.463922885,6,1,0,28.45,751,9,2001_2002,751_2001_2002
7,-2.463922885,6,1,0,28.45,752,9,2001_2002,752_2001_2002
0,-1.131207052,82,0,1,29.68,37,9,2002_2003,37_2002_2003
1,-1.131207052,60,1,1,29.68,102,9,2002_2003,102_2002_2003
0,-1.131207052,57,1,1,29.68,104,9,2002_2003,104_2002_2003
0,-1.131207052,57,1,0,29.68,105,9,2002_2003,105_2002_2003
4,-1.720636724,31,0,0,29.68,675,9,2002_2003,675_2002_2003
3,-1.224715228,23,0,0,29.68,677,9,2002_2003,677_2002_2003
3,-1.131207052,23,0,0,29.68,678,9,2002_2003,678_2002_2003
0,-1.131207052,23,0,0,29.68,679,9,2002_2003,679_2002_2003
2,-1.223229438,23,0,0,29.68,680,9,2002_2003,680_2002_2003
4,-1.223229438,23,0,0,29.68,681,9,2002_2003,681_2002_2003
2,-1.131207052,20,0,0,29.68,682,9,2002_2003,682_2002_2003
8,-1.131207052,20,0,0,29.68,683,9,2002_2003,683_2002_2003
2,-1.131207052,14,0,0,29.68,684,9,2002_2003,684_2002_2003
5,-1.131207052,12,0,0,29.68,686,9,2002_2003,686_2002_2003
12,-1.131207052,12,0,0,29.68,687,9,2002_2003,687_2002_2003
7,-1.131207052,12,0,0,29.68,688,9,2002_2003,688_2002_2003
4,-1.131207052,9,0,0,29.68,689,9,2002_2003,689_2002_2003
11,-1.131207052,9,0,0,29.68,690,9,2002_2003,690_2002_2003
10,-1.131207052,8,0,0,29.68,691,9,2002_2003,691_2002_2003
5,-1.131207052,8,0,0,29.68,692,9,2002_2003,692_2002_2003
9,-1.131207052,8,0,0,29.68,693,9,2002_2003,693_2002_2003
11,-1.224715228,8,0,0,29.68,695,9,2002_2003,695_2002_2003
8,-1.131207052,6,0,0,29.68,696,9,2002_2003,696_2002_2003
3,-1.131207052,6,0,0,29.68,697,9,2002_2003,697_2002_2003
0,-2.892751071,46,1,0,29.68,730,9,2002_2003,730_2002_2003
2,-1.440920185,31,1,0,29.68,738,9,2002_2003,738_2002_2003
10,-1.434022247,26,1,0,29.68,741,9,2002_2003,741_2002_2003
0,-6.197225322,26,1,0,29.68,743,9,2002_2003,743_2002_2003
1,-6.197225322,12,1,0,29.68,751,9,2002_2003,751_2002_2003
7,-1.131207052,8,1,0,29.68,755,9,2002_2003,755_2002_2003
4,-1.131207052,8,1,0,29.68,757,9,2002_2003,757_2002_2003
3,-1.224715228,8,1,0,29.68,760,9,2002_2003,760_2002_2003
9,-1.131207052,8,1,0,29.68,762,9,2002_2003,762_2002_2003
2,-1.173607892,6,1,0,29.68,763,9,2002_2003,763_2002_2003
14,-1.131207052,6,1,0,29.68,764,9,2002_2003,764_2002_2003
0,-0.939850712,84,0,1,30.72,37,9,2002_2003,37_2002_2003
0,-0.939850712,62,1,0,30.72,102,9,2002_2003,102_2002_2003
0,-0.939850712,59,1,1,30.72,104,9,2002_2003,104_2002_2003
0,-0.930135124,59,1,0,30.72,105,9,2002_2003,105_2002_2003
2,-1.060559306,34,0,0,30.72,675,9,2002_2003,675_2002_2003
2,-1.190925853,25,0,0,30.72,677,9,2002_2003,677_2002_2003
4,-0.983148382,25,0,0,30.72,678,9,2002_2003,678_2002_2003
1,-1.059234254,25,0,0,30.72,679,9,2002_2003,679_2002_2003
0,-0.822898091,25,0,0,30.72,680,9,2002_2003,680_2002_2003
7,-0.983148382,25,0,0,30.72,681,9,2002_2003,681_2002_2003
0,-0.891918357,22,0,0,30.72,682,9,2002_2003,682_2002_2003
3,-1.190925853,22,0,0,30.72,683,9,2002_2003,683_2002_2003
1,-0.983148382,17,0,0,30.72,684,9,2002_2003,684_2002_2003
1,-0.939850712,14,0,0,30.72,686,9,2002_2003,686_2002_2003
13,-0.822898091,14,0,0,30.72,687,9,2002_2003,687_2002_2003
13,-0.862754879,14,0,0,30.72,688,9,2002_2003,688_2002_2003
5,-1.059234254,11,0,0,30.72,689,9,2002_2003,689_2002_2003
1,-1.140988959,11,0,0,30.72,690,9,2002_2003,690_2002_2003
8,-0.822898091,10,0,0,30.72,691,9,2002_2003,691_2002_2003
2,-0.939850712,10,0,0,30.72,692,9,2002_2003,692_2002_2003
10,-0.822898091,10,0,0,30.72,693,9,2002_2003,693_2002_2003
11,-0.862754879,10,0,0,30.72,695,9,2002_2003,695_2002_2003
14,-0.939850712,9,0,0,30.72,696,9,2002_2003,696_2002_2003
14,-0.822898091,9,0,0,30.72,697,9,2002_2003,697_2002_2003
4,-0.939850712,48,1,0,30.72,730,9,2002_2003,730_2002_2003
2,-0.862754879,34,1,0,30.72,738,9,2002_2003,738_2002_2003
3,-0.939850712,28,1,0,30.72,741,9,2002_2003,741_2002_2003
1,-0.939850712,10,1,0,30.72,755,9,2002_2003,755_2002_2003
0,-0.939850712,10,1,0,30.72,757,9,2002_2003,757_2002_2003
4,-0.862754879,10,1,0,30.72,760,9,2002_2003,760_2002_2003
16,-0.822898091,10,1,0,30.72,762,9,2002_2003,762_2002_2003
4,-0.939850712,9,1,0,30.72,763,9,2002_2003,763_2002_2003
5,-0.939850712,9,1,0,30.72,764,9,2002_2003,764_2002_2003
2,-0.686927142,86,0,1,36.11,37,9,2002_2003,37_2002_2003
0,-0.686927142,64,1,0,36.11,102,9,2002_2003,102_2002_2003
0,-0.686927142,62,1,1,36.11,104,9,2002_2003,104_2002_2003
0,-0.686927142,62,1,0,36.11,105,9,2002_2003,105_2002_2003
1,-0.686927142,36,0,0,36.11,675,9,2002_2003,675_2002_2003
3,-0.747428516,28,0,0,36.11,677,9,2002_2003,677_2002_2003
4,-0.686927142,28,0,0,36.11,678,9,2002_2003,678_2002_2003
2,-0.686927142,28,0,0,36.11,679,9,2002_2003,679_2002_2003
1,-0.686927142,28,0,0,36.11,680,9,2002_2003,680_2002_2003
6,-0.686927142,28,0,0,36.11,681,9,2002_2003,681_2002_2003
0,-0.686927142,25,0,0,36.11,682,9,2002_2003,682_2002_2003
1,-0.686927142,25,0,0,36.11,683,9,2002_2003,683_2002_2003
1,-0.686927142,19,0,0,36.11,684,9,2002_2003,684_2002_2003
2,-0.686927142,16,0,0,36.11,686,9,2002_2003,686_2002_2003
2,-0.686927142,16,0,0,36.11,687,9,2002_2003,687_2002_2003
0,-0.686927142,16,0,0,36.11,688,9,2002_2003,688_2002_2003
3,-0.686927142,14,0,0,36.11,689,9,2002_2003,689_2002_2003
2,-0.686927142,14,0,0,36.11,690,9,2002_2003,690_2002_2003
1,-0.686927142,13,0,0,36.11,691,9,2002_2003,691_2002_2003
3,-0.686927142,13,0,0,36.11,692,9,2002_2003,692_2002_2003
1,-0.686927142,13,0,0,36.11,693,9,2002_2003,693_2002_2003
5,-0.738930085,13,0,0,36.11,695,9,2002_2003,695_2002_2003
5,-0.686927142,11,0,0,36.11,696,9,2002_2003,696_2002_2003
0,-0.686927142,11,0,0,36.11,697,9,2002_2003,697_2002_2003
0,-0.686927142,51,1,0,36.11,730,9,2002_2003,730_2002_2003
0,-0.686927142,36,1,0,36.11,738,9,2002_2003,738_2002_2003
3,-0.747428516,30,1,0,36.11,741,9,2002_2003,741_2002_2003
0,-0.686927142,13,1,0,36.11,755,9,2002_2003,755_2002_2003
0,-0.686927142,13,1,0,36.11,757,9,2002_2003,757_2002_2003
0,-0.686927142,13,1,0,36.11,760,9,2002_2003,760_2002_2003
2,-0.686927142,13,1,0,36.11,762,9,2002_2003,762_2002_2003
0,-0.686927142,11,1,0,36.11,763,9,2002_2003,763_2002_2003
3,-0.686927142,11,1,0,36.11,764,9,2002_2003,764_2002_2003
15,-0.175285695,96,0,1,8.9,37,9,2003_2004,37_2003_2004
9,-0.175285695,74,1,0,8.9,102,9,2003_2004,102_2003_2004
15,-0.175285695,71,1,1,8.9,105,9,2003_2004,105_2003_2004
23,-0.175285695,26,0,0,8.9,687,9,2003_2004,687_2003_2004
37,-0.175285695,23,0,0,8.9,689,9,2003_2004,689_2003_2004
46,-0.175285695,20,0,0,8.9,697,9,2003_2004,697_2003_2004
52,-0.175285695,14,0,0,8.9,698,9,2003_2004,698_2003_2004
97,-0.175285695,20,1,0,8.9,764,9,2003_2004,764_2003_2004
48,-0.175285695,10,1,0,8.9,768,9,2003_2004,768_2003_2004
37,-0.0612959,14,0,0,14.03,39,40,1997_1998,39_1997_1998
30,-0.0612959,14,0,0,14.03,40,40,1997_1998,40_1997_1998
31,-0.0612959,14,0,0,14.03,41,40,1997_1998,41_1997_1998
44,-0.0612959,11,0,0,14.03,43,40,1997_1998,43_1997_1998
47,-0.0612959,11,0,0,14.03,44,40,1997_1998,44_1997_1998
31,-0.0612959,11,0,0,14.03,45,40,1997_1998,45_1997_1998
15,-0.0612959,25,1,0,14.03,94,40,1997_1998,94_1997_1998
32,-0.0612959,22,1,0,14.03,95,40,1997_1998,95_1997_1998
14,-0.0612959,14,1,0,14.03,97,40,1997_1998,97_1997_1998
29,-0.0612959,11,1,0,14.03,98,40,1997_1998,98_1997_1998
8,-0.195439331,6,1,0,14.03,100,40,1997_1998,100_1997_1998
20,-0.0612959,6,1,0,14.03,101,40,1997_1998,101_1997_1998
30,-0.0612959,48,0,1,14.03,259,40,1997_1998,259_1997_1998
8,-0.0612959,41,1,1,14.03,452,40,1997_1998,452_1997_1998
64,0.751461481,21,0,0,7,39,36,1998_1999,39_1998_1999
27,0.777429851,21,0,1,7,40,36,1998_1999,40_1998_1999
68,0.777429851,21,0,0,7,41,36,1998_1999,41_1998_1999
65,0.751461481,18,0,0,7,43,36,1998_1999,43_1998_1999
21,0.777429851,30,1,1,7,957,36,1998_1999,957_1998_1999
8,0.777429851,30,1,0,7,958,36,1998_1999,958_1998_1999
51,1.3209842,32,0,0,12.3,39,36,1999_2000,39_1999_2000
33,1.371653269,32,0,1,12.3,40,36,1999_2000,40_1999_2000
31,1.3209842,29,0,0,12.3,43,36,1999_2000,43_1999_2000
45,1.371653269,41,1,1,12.3,957,36,1999_2000,957_1999_2000
24,1.231982114,41,1,0,12.3,958,36,1999_2000,958_1999_2000
163,1.336000515,11,0,0,12.3,1468,36,1999_2000,1468_1999_2000
85,1.300714501,11,0,0,12.3,1469,36,1999_2000,1469_1999_2000
131,1.317961963,11,0,0,12.3,1470,36,1999_2000,1470_1999_2000
81,1.371653269,8,0,0,12.3,1471,36,1999_2000,1471_1999_2000
113,1.371653269,8,0,0,12.3,1472,36,1999_2000,1472_1999_2000
78,1.371653269,8,1,0,12.3,1525,36,1999_2000,1525_1999_2000
67,1.371653269,8,1,0,12.3,1526,36,1999_2000,1526_1999_2000
34,0.080618524,34,0,1,7.96,40,36,1999_2000,40_1999_2000
38,-0.02608741,43,1,1,7.96,957,36,1999_2000,957_1999_2000
23,-0.015179927,14,0,0,7.96,1469,36,1999_2000,1469_1999_2000
30,0.080618524,11,0,0,7.96,1471,36,1999_2000,1471_1999_2000
37,-0.028020908,11,0,0,7.96,1472,36,1999_2000,1472_1999_2000
38,-0.040977993,11,1,0,7.96,1525,36,1999_2000,1525_1999_2000
33,-0.040977993,11,1,0,7.96,1526,36,1999_2000,1526_1999_2000
62,0.386334619,37,0,1,9.91,40,36,1999_2000,40_1999_2000
108,0.386334619,46,1,1,9.91,957,36,1999_2000,957_1999_2000
63,0.386334619,17,0,0,9.91,1469,36,1999_2000,1469_1999_2000
15,0.386334619,13,0,0,9.91,1471,36,1999_2000,1471_1999_2000
87,0.386334619,13,0,0,9.91,1472,36,1999_2000,1472_1999_2000
65,0.386334619,6,0,0,9.91,1473,36,1999_2000,1473_1999_2000
93,0.372258884,6,0,0,9.91,1474,36,1999_2000,1474_1999_2000
77,0.386334619,13,1,0,9.91,1525,36,1999_2000,1525_1999_2000
80,0.386334619,6,1,0,9.91,1527,36,1999_2000,1527_1999_2000
25,-0.26448821,39,0,1,13.87,40,36,1999_2000,40_1999_2000
10,-0.26448821,48,1,1,13.87,957,36,1999_2000,957_1999_2000
