babysit,no.babysit,total.day,age,sex.m,dominant,groupsize,focal.id,group.id,season.id,focal.by.season
16,39,55,21,0,0,5.5862,35,9,1997_1998,35_1997_1998
2,53,55,21,0,0,5.5862,36,9,1997_1998,36_1997_1998
29,26,55,21,0,0,5.5862,37,9,1997_1998,37_1997_1998
3,52,55,45,0,1,5.5862,258,9,1997_1998,258_1997_1998
0,43,43,42,0,1,11.5385,37,9,1999_2000,37_1999_2000
13,30,43,20,0,0,11.5385,659,9,1999_2000,659_1999_2000
4,39,43,15,0,0,11.5385,661,9,1999_2000,661_1999_2000
7,36,43,15,0,0,11.5385,662,9,1999_2000,662_1999_2000
2,41,43,6,0,0,11.5385,664,9,1999_2000,664_1999_2000
10,33,43,15,1,0,11.5385,722,9,1999_2000,722_1999_2000
12,31,43,15,1,0,11.5385,723,9,1999_2000,723_1999_2000
18,25,43,6,1,0,11.5385,730,9,1999_2000,730_1999_2000
3,40,43,6,1,0,11.5385,731,9,1999_2000,731_1999_2000
1,40,41,45,0,1,8.44,37,9,1999_2000,37_1999_2000
14,27,41,9,0,0,8.44,664,9,1999_2000,664_1999_2000
10,31,41,18,1,0,8.44,722,9,1999_2000,722_1999_2000
16,25,41,9,1,0,8.44,730,9,1999_2000,730_1999_2000
16,25,41,9,1,0,8.44,731,9,1999_2000,731_1999_2000
0,31,31,47,0,1,12.9286,37,9,1999_2000,37_1999_2000
13,18,31,12,0,0,12.9286,664,9,1999_2000,664_1999_2000
0,31,31,5,0,0,12.9286,665,9,1999_2000,665_1999_2000
1,30,31,5,0,0,12.9286,666,9,1999_2000,666_1999_2000
8,23,31,21,1,0,12.9286,722,9,1999_2000,722_1999_2000
10,21,31,12,1,0,12.9286,730,9,1999_2000,730_1999_2000
15,16,31,12,1,0,12.9286,731,9,1999_2000,731_1999_2000
3,28,31,5,1,0,12.9286,732,9,1999_2000,732_1999_2000
1,48,49,50,0,1,17.9091,37,9,1999_2000,37_1999_2000
18,31,49,14,0,0,17.9091,664,9,1999_2000,664_1999_2000
2,47,49,7,0,0,17.9091,665,9,1999_2000,665_1999_2000
10,39,49,7,0,0,17.9091,666,9,1999_2000,666_1999_2000
3,46,49,5,0,0,17.9091,667,9,1999_2000,667_1999_2000
0,49,49,5,0,0,17.9091,668,9,1999_2000,668_1999_2000
3,46,49,5,0,0,17.9091,669,9,1999_2000,669_1999_2000
1,48,49,5,0,0,17.9091,670,9,1999_2000,670_1999_2000
3,46,49,23,1,0,17.9091,722,9,1999_2000,722_1999_2000
9,40,49,14,1,0,17.9091,730,9,1999_2000,730_1999_2000
15,34,49,14,1,0,17.9091,731,9,1999_2000,731_1999_2000
5,44,49,7,1,0,17.9091,732,9,1999_2000,732_1999_2000
8,41,49,5,1,0,17.9091,733,9,1999_2000,733_1999_2000
4,45,49,5,1,0,17.9091,734,9,1999_2000,734_1999_2000
0,59,59,56,0,1,18.7778,37,9,2000_2001,37_2000_2001
20,39,59,20,0,0,18.7778,664,9,2000_2001,664_2000_2001
3,56,59,13,0,0,18.7778,665,9,2000_2001,665_2000_2001
15,44,59,13,0,0,18.7778,666,9,2000_2001,666_2000_2001
10,49,59,10,0,0,18.7778,667,9,2000_2001,667_2000_2001
12,47,59,10,0,0,18.7778,668,9,2000_2001,668_2000_2001
4,55,59,8,0,0,18.7778,671,9,2000_2001,671_2000_2001
14,45,59,8,0,0,18.7778,672,9,2000_2001,672_2000_2001
4,55,59,8,0,0,18.7778,673,9,2000_2001,673_2000_2001
6,53,59,5,0,0,18.7778,674,9,2000_2001,674_2000_2001
0,59,59,5,0,0,18.7778,675,9,2000_2001,675_2000_2001
0,59,59,29,1,1,18.7778,722,9,2000_2001,722_2000_2001
4,55,59,20,1,0,18.7778,730,9,2000_2001,730_2000_2001
6,53,59,20,1,0,18.7778,731,9,2000_2001,731_2000_2001
6,53,59,13,1,0,18.7778,732,9,2000_2001,732_2000_2001
14,45,59,10,1,0,18.7778,733,9,2000_2001,733_2000_2001
7,52,59,10,1,0,18.7778,734,9,2000_2001,734_2000_2001
9,50,59,8,1,0,18.7778,736,9,2000_2001,736_2000_2001
0,59,59,5,1,0,18.7778,737,9,2000_2001,737_2000_2001
4,55,59,5,1,0,18.7778,738,9,2000_2001,738_2000_2001
5,54,59,5,1,0,18.7778,739,9,2000_2001,739_2000_2001
2,53,55,58,0,1,23.5769,37,9,2000_2001,37_2000_2001
6,49,55,23,0,0,23.5769,664,9,2000_2001,664_2000_2001
8,47,55,16,0,0,23.5769,665,9,2000_2001,665_2000_2001
7,48,55,16,0,0,23.5769,666,9,2000_2001,666_2000_2001
14,41,55,13,0,0,23.5769,667,9,2000_2001,667_2000_2001
10,45,55,13,0,0,23.5769,668,9,2000_2001,668_2000_2001
12,43,55,10,0,0,23.5769,671,9,2000_2001,671_2000_2001
7,48,55,10,0,0,23.5769,672,9,2000_2001,672_2000_2001
4,51,55,10,0,0,23.5769,673,9,2000_2001,673_2000_2001
2,53,55,8,0,0,23.5769,674,9,2000_2001,674_2000_2001
0,55,55,8,0,0,23.5769,675,9,2000_2001,675_2000_2001
1,54,55,32,1,1,23.5769,722,9,2000_2001,722_2000_2001
10,45,55,23,1,0,23.5769,730,9,2000_2001,730_2000_2001
4,51,55,23,1,0,23.5769,731,9,2000_2001,731_2000_2001
5,50,55,16,1,0,23.5769,732,9,2000_2001,732_2000_2001
8,47,55,13,1,0,23.5769,733,9,2000_2001,733_2000_2001
6,49,55,13,1,0,23.5769,734,9,2000_2001,734_2000_2001
4,51,55,10,1,0,23.5769,736,9,2000_2001,736_2000_2001
7,48,55,8,1,0,23.5769,737,9,2000_2001,737_2000_2001
2,53,55,8,1,0,23.5769,738,9,2000_2001,738_2000_2001
6,49,55,8,1,0,23.5769,739,9,2000_2001,739_2000_2001
0,41,41,61,0,1,30.625,37,9,2000_2001,37_2000_2001
12,29,41,26,0,0,30.625,664,9,2000_2001,664_2000_2001
6,35,41,19,0,0,30.625,665,9,2000_2001,665_2000_2001
6,35,41,19,0,0,30.625,666,9,2000_2001,666_2000_2001
2,39,41,16,0,0,30.625,667,9,2000_2001,667_2000_2001
7,34,41,16,0,0,30.625,668,9,2000_2001,668_2000_2001
3,38,41,13,0,0,30.625,671,9,2000_2001,671_2000_2001
2,39,41,13,0,0,30.625,672,9,2000_2001,672_2000_2001
4,37,41,13,0,0,30.625,673,9,2000_2001,673_2000_2001
0,41,41,11,0,0,30.625,674,9,2000_2001,674_2000_2001
1,40,41,11,0,0,30.625,675,9,2000_2001,675_2000_2001
0,41,41,35,1,1,30.625,722,9,2000_2001,722_2000_2001
10,31,41,26,1,0,30.625,730,9,2000_2001,730_2000_2001
2,39,41,26,1,0,30.625,731,9,2000_2001,731_2000_2001
2,39,41,19,1,0,30.625,732,9,2000_2001,732_2000_2001
4,37,41,16,1,0,30.625,733,9,2000_2001,733_2000_2001
9,32,41,16,1,0,30.625,734,9,2000_2001,734_2000_2001
1,40,41,13,1,0,30.625,736,9,2000_2001,736_2000_2001
1,40,41,11,1,0,30.625,737,9,2000_2001,737_2000_2001
1,40,41,11,1,0,30.625,738,9,2000_2001,738_2000_2001
5,36,41,11,1,0,30.625,739,9,2000_2001,739_2000_2001
1,40,41,5,1,0,30.625,740,9,2000_2001,740_2000_2001
1,40,41,5,1,0,30.625,741,9,2000_2001,741_2000_2001
1,40,41,5,1,0,30.625,742,9,2000_2001,742_2000_2001
2,39,41,5,1,0,30.625,743,9,2000_2001,743_2000_2001
0,62,62,67,0,1,34.5172,37,9,2001_2002,37_2001_2002
16,46,62,31,0,0,34.5172,664,9,2001_2002,664_2001_2002
11,51,62,24,0,0,34.5172,665,9,2001_2002,665_2001_2002
14,48,62,24,0,0,34.5172,666,9,2001_2002,666_2001_2002
8,54,62,22,0,0,34.5172,667,9,2001_2002,667_2001_2002
13,49,62,22,0,0,34.5172,668,9,2001_2002,668_2001_2002
8,54,62,19,0,0,34.5172,671,9,2001_2002,671_2001_2002
10,52,62,19,0,0,34.5172,672,9,2001_2002,672_2001_2002
13,49,62,19,0,0,34.5172,673,9,2001_2002,673_2001_2002
5,57,62,16,0,0,34.5172,674,9,2001_2002,674_2001_2002
2,60,62,16,0,0,34.5172,675,9,2001_2002,675_2001_2002
3,59,62,8,0,0,34.5172,677,9,2001_2002,677_2001_2002
0,62,62,8,0,0,34.5172,678,9,2001_2002,678_2001_2002
2,60,62,8,0,0,34.5172,679,9,2001_2002,679_2001_2002
0,62,62,8,0,0,34.5172,680,9,2001_2002,680_2001_2002
0,62,62,8,0,0,34.5172,681,9,2001_2002,681_2001_2002
2,60,62,5,0,0,34.5172,682,9,2001_2002,682_2001_2002
1,61,62,5,0,0,34.5172,683,9,2001_2002,683_2001_2002
2,60,62,40,1,1,34.5172,722,9,2001_2002,722_2001_2002
1,61,62,31,1,0,34.5172,730,9,2001_2002,730_2001_2002
7,55,62,31,1,0,34.5172,731,9,2001_2002,731_2001_2002
5,57,62,24,1,0,34.5172,732,9,2001_2002,732_2001_2002
3,59,62,22,1,0,34.5172,733,9,2001_2002,733_2001_2002
7,55,62,22,1,0,34.5172,734,9,2001_2002,734_2001_2002
2,60,62,19,1,0,34.5172,736,9,2001_2002,736_2001_2002
13,49,62,16,1,0,34.5172,737,9,2001_2002,737_2001_2002
7,55,62,16,1,0,34.5172,738,9,2001_2002,738_2001_2002
4,58,62,16,1,0,34.5172,739,9,2001_2002,739_2001_2002
6,56,62,11,1,0,34.5172,740,9,2001_2002,740_2001_2002
2,60,62,11,1,0,34.5172,741,9,2001_2002,741_2001_2002
2,60,62,11,1,0,34.5172,742,9,2001_2002,742_2001_2002
0,62,62,11,1,0,34.5172,743,9,2001_2002,743_2001_2002
0,62,62,8,1,0,34.5172,744,9,2001_2002,744_2001_2002
3,59,62,5,1,0,34.5172,746,9,2001_2002,746_2001_2002
0,62,62,5,1,0,34.5172,747,9,2001_2002,747_2001_2002
2,60,62,5,1,0,34.5172,748,9,2001_2002,748_2001_2002
3,46,49,70,0,1,24.0455,37,9,2001_2002,37_2001_2002
0,49,49,27,0,0,24.0455,665,9,2001_2002,665_2001_2002
0,49,49,22,0,0,24.0455,672,9,2001_2002,672_2001_2002
0,49,49,22,0,0,24.0455,673,9,2001_2002,673_2001_2002
2,47,49,19,0,0,24.0455,675,9,2001_2002,675_2001_2002
9,40,49,11,0,0,24.0455,677,9,2001_2002,677_2001_2002
2,47,49,11,0,0,24.0455,678,9,2001_2002,678_2001_2002
6,43,49,11,0,0,24.0455,679,9,2001_2002,679_2001_2002
1,48,49,11,0,0,24.0455,680,9,2001_2002,680_2001_2002
4,45,49,11,0,0,24.0455,681,9,2001_2002,681_2001_2002
4,45,49,8,0,0,24.0455,682,9,2001_2002,682_2001_2002
6,43,49,8,0,0,24.0455,683,9,2001_2002,683_2001_2002
7,42,49,34,1,1,24.0455,730,9,2001_2002,730_2001_2002
7,42,49,27,1,0,24.0455,732,9,2001_2002,732_2001_2002
8,41,49,24,1,0,24.0455,733,9,2001_2002,733_2001_2002
15,34,49,24,1,0,24.0455,734,9,2001_2002,734_2001_2002
11,38,49,19,1,0,24.0455,737,9,2001_2002,737_2001_2002
7,42,49,19,1,0,24.0455,738,9,2001_2002,738_2001_2002
7,42,49,19,1,0,24.0455,739,9,2001_2002,739_2001_2002
7,42,49,13,1,0,24.0455,740,9,2001_2002,740_2001_2002
6,43,49,13,1,0,24.0455,741,9,2001_2002,741_2001_2002
5,44,49,13,1,0,24.0455,742,9,2001_2002,742_2001_2002
5,44,49,13,1,0,24.0455,743,9,2001_2002,743_2001_2002
4,45,49,11,1,0,24.0455,744,9,2001_2002,744_2001_2002
4,45,49,8,1,0,24.0455,746,9,2001_2002,746_2001_2002
7,42,49,8,1,0,24.0455,747,9,2001_2002,747_2001_2002
3,46,49,8,1,0,24.0455,748,9,2001_2002,748_2001_2002
2,82,84,72,0,1,29.2857,37,9,2001_2002,37_2001_2002
3,81,84,22,0,0,29.2857,675,9,2001_2002,675_2001_2002
10,74,84,13,0,0,29.2857,677,9,2001_2002,677_2001_2002
3,81,84,13,0,0,29.2857,678,9,2001_2002,678_2001_2002
4,80,84,13,0,0,29.2857,679,9,2001_2002,679_2001_2002
6,78,84,13,0,0,29.2857,680,9,2001_2002,680_2001_2002
5,79,84,13,0,0,29.2857,681,9,2001_2002,681_2001_2002
2,82,84,10,0,0,29.2857,682,9,2001_2002,682_2001_2002
6,78,84,10,0,0,29.2857,683,9,2001_2002,683_2001_2002
7,77,84,5,0,0,29.2857,684,9,2001_2002,684_2001_2002
4,80,84,36,1,1,29.2857,730,9,2001_2002,730_2001_2002
7,77,84,30,1,0,29.2857,732,9,2001_2002,732_2001_2002
15,69,84,27,1,0,29.2857,733,9,2001_2002,733_2001_2002
15,69,84,27,1,0,29.2857,734,9,2001_2002,734_2001_2002
15,69,84,22,1,0,29.2857,737,9,2001_2002,737_2001_2002
5,79,84,22,1,0,29.2857,738,9,2001_2002,738_2001_2002
16,68,84,22,1,0,29.2857,739,9,2001_2002,739_2001_2002
7,77,84,16,1,0,29.2857,740,9,2001_2002,740_2001_2002
11,73,84,16,1,0,29.2857,741,9,2001_2002,741_2001_2002
11,73,84,16,1,0,29.2857,742,9,2001_2002,742_2001_2002
8,76,84,16,1,0,29.2857,743,9,2001_2002,743_2001_2002
12,72,84,13,1,0,29.2857,744,9,2001_2002,744_2001_2002
5,79,84,10,1,0,29.2857,746,9,2001_2002,746_2001_2002
11,73,84,10,1,0,29.2857,747,9,2001_2002,747_2001_2002
3,81,84,10,1,0,29.2857,748,9,2001_2002,748_2001_2002
2,82,84,5,1,0,29.2857,749,9,2001_2002,749_2001_2002
2,47,49,75,0,1,38.3889,37,9,2001_2002,37_2001_2002
7,42,49,25,0,0,38.3889,675,9,2001_2002,675_2001_2002
7,42,49,16,0,0,38.3889,677,9,2001_2002,677_2001_2002
1,48,49,16,0,0,38.3889,678,9,2001_2002,678_2001_2002
3,46,49,16,0,0,38.3889,679,9,2001_2002,679_2001_2002
1,48,49,16,0,0,38.3889,680,9,2001_2002,680_2001_2002
3,46,49,16,0,0,38.3889,681,9,2001_2002,681_2001_2002
1,48,49,13,0,0,38.3889,682,9,2001_2002,682_2001_2002
2,47,49,13,0,0,38.3889,683,9,2001_2002,683_2001_2002
2,47,49,8,0,0,38.3889,684,9,2001_2002,684_2001_2002
0,49,49,5,0,0,38.3889,686,9,2001_2002,686_2001_2002
2,47,49,5,0,0,38.3889,687,9,2001_2002,687_2001_2002
2,47,49,5,0,0,38.3889,688,9,2001_2002,688_2001_2002
1,48,49,39,1,1,38.3889,730,9,2001_2002,730_2001_2002
2,47,49,32,1,0,38.3889,732,9,2001_2002,732_2001_2002
7,42,49,30,1,0,38.3889,733,9,2001_2002,733_2001_2002
5,44,49,30,1,0,38.3889,734,9,2001_2002,734_2001_2002
7,42,49,25,1,0,38.3889,737,9,2001_2002,737_2001_2002
8,41,49,25,1,0,38.3889,738,9,2001_2002,738_2001_2002
8,41,49,25,1,0,38.3889,739,9,2001_2002,739_2001_2002
1,48,49,19,1,0,38.3889,740,9,2001_2002,740_2001_2002
1,48,49,19,1,0,38.3889,741,9,2001_2002,741_2001_2002
3,46,49,19,1,0,38.3889,742,9,2001_2002,742_2001_2002
2,47,49,19,1,0,38.3889,743,9,2001_2002,743_2001_2002
3,46,49,16,1,0,38.3889,744,9,2001_2002,744_2001_2002
0,49,49,13,1,0,38.3889,746,9,2001_2002,746_2001_2002
0,49,49,13,1,0,38.3889,747,9,2001_2002,747_2001_2002
3,46,49,13,1,0,38.3889,748,9,2001_2002,748_2001_2002
3,46,49,8,1,0,38.3889,749,9,2001_2002,749_2001_2002
2,47,49,5,1,0,38.3889,751,9,2001_2002,751_2001_2002
2,47,49,5,1,0,38.3889,752,9,2001_2002,752_2001_2002
4,34,38,81,0,1,33.1905,37,9,2002_2003,37_2002_2003
1,37,38,59,1,1,33.1905,102,9,2002_2003,102_2002_2003
3,35,38,56,1,0,33.1905,104,9,2002_2003,104_2002_2003
3,35,38,56,1,0,33.1905,105,9,2002_2003,105_2002_2003
8,30,38,30,0,0,33.1905,675,9,2002_2003,675_2002_2003
11,27,38,22,0,0,33.1905,677,9,2002_2003,677_2002_2003
3,35,38,22,0,0,33.1905,678,9,2002_2003,678_2002_2003
6,32,38,22,0,0,33.1905,679,9,2002_2003,679_2002_2003
9,29,38,22,0,0,33.1905,680,9,2002_2003,680_2002_2003
7,31,38,22,0,0,33.1905,681,9,2002_2003,681_2002_2003
4,34,38,19,0,0,33.1905,682,9,2002_2003,682_2002_2003
6,32,38,19,0,0,33.1905,683,9,2002_2003,683_2002_2003
3,35,38,13,0,0,33.1905,684,9,2002_2003,684_2002_2003
5,33,38,11,0,0,33.1905,686,9,2002_2003,686_2002_2003
7,31,38,11,0,0,33.1905,687,9,2002_2003,687_2002_2003
8,30,38,11,0,0,33.1905,688,9,2002_2003,688_2002_2003
3,35,38,8,0,0,33.1905,689,9,2002_2003,689_2002_2003
6,32,38,8,0,0,33.1905,690,9,2002_2003,690_2002_2003
2,36,38,7,0,0,33.1905,691,9,2002_2003,691_2002_2003
3,35,38,7,0,0,33.1905,692,9,2002_2003,692_2002_2003
2,36,38,7,0,0,33.1905,693,9,2002_2003,693_2002_2003
3,35,38,7,0,0,33.1905,695,9,2002_2003,695_2002_2003
3,35,38,5,0,0,33.1905,696,9,2002_2003,696_2002_2003
3,35,38,5,0,0,33.1905,697,9,2002_2003,697_2002_2003
3,35,38,30,1,0,33.1905,738,9,2002_2003,738_2002_2003
0,38,38,30,1,0,33.1905,739,9,2002_2003,739_2002_2003
0,38,38,25,1,0,33.1905,741,9,2002_2003,741_2002_2003
0,38,38,25,1,0,33.1905,743,9,2002_2003,743_2002_2003
0,38,38,13,1,0,33.1905,749,9,2002_2003,749_2002_2003
4,34,38,11,1,0,33.1905,751,9,2002_2003,751_2002_2003
0,38,38,11,1,0,33.1905,752,9,2002_2003,752_2002_2003
2,36,38,7,1,0,33.1905,755,9,2002_2003,755_2002_2003
5,33,38,7,1,0,33.1905,757,9,2002_2003,757_2002_2003
7,31,38,7,1,0,33.1905,760,9,2002_2003,760_2002_2003
1,37,38,7,1,0,33.1905,762,9,2002_2003,762_2002_2003
0,38,38,5,1,0,33.1905,763,9,2002_2003,763_2002_2003
1,37,38,5,1,0,33.1905,764,9,2002_2003,764_2002_2003
1,46,47,83,0,1,33.5882,37,9,2002_2003,37_2002_2003
0,47,47,61,1,0,33.5882,102,9,2002_2003,102_2002_2003
0,47,47,58,1,1,33.5882,104,9,2002_2003,104_2002_2003
1,46,47,58,1,0,33.5882,105,9,2002_2003,105_2002_2003
12,35,47,32,0,0,33.5882,675,9,2002_2003,675_2002_2003
11,36,47,24,0,0,33.5882,677,9,2002_2003,677_2002_2003
7,40,47,24,0,0,33.5882,678,9,2002_2003,678_2002_2003
4,43,47,24,0,0,33.5882,679,9,2002_2003,679_2002_2003
13,34,47,24,0,0,33.5882,680,9,2002_2003,680_2002_2003
5,42,47,24,0,0,33.5882,681,9,2002_2003,681_2002_2003
0,47,47,21,0,0,33.5882,682,9,2002_2003,682_2002_2003
11,36,47,21,0,0,33.5882,683,9,2002_2003,683_2002_2003
7,40,47,16,0,0,33.5882,684,9,2002_2003,684_2002_2003
4,43,47,13,0,0,33.5882,686,9,2002_2003,686_2002_2003
3,44,47,13,0,0,33.5882,687,9,2002_2003,687_2002_2003
8,39,47,13,0,0,33.5882,688,9,2002_2003,688_2002_2003
0,47,47,10,0,0,33.5882,689,9,2002_2003,689_2002_2003
6,41,47,10,0,0,33.5882,690,9,2002_2003,690_2002_2003
2,45,47,9,0,0,33.5882,691,9,2002_2003,691_2002_2003
3,44,47,9,0,0,33.5882,692,9,2002_2003,692_2002_2003
1,46,47,9,0,0,33.5882,693,9,2002_2003,693_2002_2003
4,43,47,9,0,0,33.5882,695,9,2002_2003,695_2002_2003
2,45,47,7,0,0,33.5882,696,9,2002_2003,696_2002_2003
1,46,47,7,0,0,33.5882,697,9,2002_2003,697_2002_2003
5,42,47,47,1,0,33.5882,730,9,2002_2003,730_2002_2003
1,46,47,32,1,0,33.5882,738,9,2002_2003,738_2002_2003
6,41,47,27,1,0,33.5882,741,9,2002_2003,741_2002_2003
7,40,47,9,1,0,33.5882,755,9,2002_2003,755_2002_2003
5,42,47,9,1,0,33.5882,757,9,2002_2003,757_2002_2003
1,46,47,9,1,0,33.5882,760,9,2002_2003,760_2002_2003
0,47,47,9,1,0,33.5882,762,9,2002_2003,762_2002_2003
2,45,47,7,1,0,33.5882,763,9,2002_2003,763_2002_2003
4,43,47,7,1,0,33.5882,764,9,2002_2003,764_2002_2003
0,38,38,86,0,1,36.15,37,9,2002_2003,37_2002_2003
0,38,38,64,1,0,36.15,102,9,2002_2003,102_2002_2003
0,38,38,61,1,1,36.15,104,9,2002_2003,104_2002_2003
0,38,38,61,1,0,36.15,105,9,2002_2003,105_2002_2003
4,34,38,35,0,0,36.15,675,9,2002_2003,675_2002_2003
5,33,38,27,0,0,36.15,677,9,2002_2003,677_2002_2003
1,37,38,27,0,0,36.15,678,9,2002_2003,678_2002_2003
5,33,38,27,0,0,36.15,679,9,2002_2003,679_2002_2003
3,35,38,27,0,0,36.15,680,9,2002_2003,680_2002_2003
6,32,38,27,0,0,36.15,681,9,2002_2003,681_2002_2003
2,36,38,24,0,0,36.15,682,9,2002_2003,682_2002_2003
3,35,38,24,0,0,36.15,683,9,2002_2003,683_2002_2003
1,37,38,18,0,0,36.15,684,9,2002_2003,684_2002_2003
1,37,38,16,0,0,36.15,686,9,2002_2003,686_2002_2003
1,37,38,16,0,0,36.15,687,9,2002_2003,687_2002_2003
4,34,38,16,0,0,36.15,688,9,2002_2003,688_2002_2003
5,33,38,13,0,0,36.15,689,9,2002_2003,689_2002_2003
0,38,38,13,0,0,36.15,690,9,2002_2003,690_2002_2003
5,33,38,12,0,0,36.15,691,9,2002_2003,691_2002_2003
1,37,38,12,0,0,36.15,692,9,2002_2003,692_2002_2003
0,38,38,12,0,0,36.15,693,9,2002_2003,693_2002_2003
4,34,38,12,0,0,36.15,695,9,2002_2003,695_2002_2003
2,36,38,10,0,0,36.15,696,9,2002_2003,696_2002_2003
2,36,38,10,0,0,36.15,697,9,2002_2003,697_2002_2003
0,38,38,50,1,0,36.15,730,9,2002_2003,730_2002_2003
0,38,38,35,1,0,36.15,738,9,2002_2003,738_2002_2003
2,36,38,29,1,0,36.15,741,9,2002_2003,741_2002_2003
1,37,38,12,1,0,36.15,755,9,2002_2003,755_2002_2003
2,36,38,12,1,0,36.15,757,9,2002_2003,757_2002_2003
1,37,38,12,1,0,36.15,760,9,2002_2003,760_2002_2003
1,37,38,12,1,0,36.15,762,9,2002_2003,762_2002_2003
2,36,38,10,1,0,36.15,763,9,2002_2003,763_2002_2003
0,38,38,10,1,0,36.15,764,9,2002_2003,764_2002_2003
1,44,45,95,0,1,9.3333,37,9,2003_2004,37_2003_2004
6,39,45,73,1,0,9.3333,102,9,2003_2004,102_2003_2004
0,45,45,70,1,1,9.3333,105,9,2003_2004,105_2003_2004
7,38,45,25,0,0,9.3333,687,9,2003_2004,687_2003_2004
16,29,45,22,0,0,9.3333,689,9,2003_2004,689_2003_2004
10,35,45,19,0,0,9.3333,697,9,2003_2004,697_2003_2004
13,32,45,14,0,0,9.3333,698,9,2003_2004,698_2003_2004
0,45,45,19,1,0,9.3333,763,9,2003_2004,763_2003_2004
20,25,45,19,1,0,9.3333,764,9,2003_2004,764_2003_2004
3,42,45,9,1,0,9.3333,768,9,2003_2004,768_2003_2004
5,62,67,13,0,0,18.3333,39,40,1997_1998,39_1997_1998
14,53,67,13,0,0,18.3333,40,40,1997_1998,40_1997_1998
16,51,67,13,0,0,18.3333,41,40,1997_1998,41_1997_1998
4,63,67,10,0,0,18.3333,43,40,1997_1998,43_1997_1998
3,64,67,10,0,0,18.3333,44,40,1997_1998,44_1997_1998
6,61,67,10,0,0,18.3333,45,40,1997_1998,45_1997_1998
1,66,67,24,1,0,18.3333,94,40,1997_1998,94_1997_1998
5,62,67,22,1,0,18.3333,95,40,1997_1998,95_1997_1998
9,58,67,13,1,0,18.3333,97,40,1997_1998,97_1997_1998
2,65,67,10,1,0,18.3333,98,40,1997_1998,98_1997_1998
2,65,67,5,1,0,18.3333,100,40,1997_1998,100_1997_1998
1,66,67,5,1,0,18.3333,101,40,1997_1998,101_1997_1998
5,62,67,47,0,1,18.3333,259,40,1997_1998,259_1997_1998
8,59,67,40,1,1,18.3333,452,40,1997_1998,452_1997_1998
0,67,67,40,1,0,18.3333,454,40,1997_1998,454_1997_1998
0,53,53,20,0,0,7.4286,39,36,1998_1999,39_1998_1999
7,46,53,20,0,1,7.4286,40,36,1998_1999,40_1998_1999
14,39,53,20,0,0,7.4286,41,36,1998_1999,41_1998_1999
25,28,53,17,0,0,7.4286,43,36,1998_1999,43_1998_1999
3,50,53,29,1,1,7.4286,957,36,1998_1999,957_1998_1999
8,45,53,29,1,0,7.4286,958,36,1998_1999,958_1998_1999
26,35,61,31,0,0,13.0333,39,36,1999_2000,39_1999_2000
0,61,61,31,0,1,13.0333,40,36,1999_2000,40_1999_2000
25,36,61,28,0,0,13.0333,43,36,1999_2000,43_1999_2000
8,53,61,40,1,1,13.0333,957,36,1999_2000,957_1999_2000
37,24,61,40,1,0,13.0333,958,36,1999_2000,958_1999_2000
6,55,61,10,0,0,13.0333,1468,36,1999_2000,1468_1999_2000
4,57,61,10,0,0,13.0333,1469,36,1999_2000,1469_1999_2000
6,55,61,10,0,0,13.0333,1470,36,1999_2000,1470_1999_2000
4,57,61,7,0,0,13.0333,1471,36,1999_2000,1471_1999_2000
0,61,61,7,0,0,13.0333,1472,36,1999_2000,1472_1999_2000
0,61,61,7,1,0,13.0333,1525,36,1999_2000,1525_1999_2000
1,60,61,7,1,0,13.0333,1526,36,1999_2000,1526_1999_2000
0,44,44,33,0,0,10.9259,39,36,1999_2000,39_1999_2000
2,42,44,33,0,1,10.9259,40,36,1999_2000,40_1999_2000
1,43,44,42,1,1,10.9259,957,36,1999_2000,957_1999_2000
5,39,44,42,1,0,10.9259,958,36,1999_2000,958_1999_2000
10,34,44,13,0,0,10.9259,1469,36,1999_2000,1469_1999_2000
12,32,44,10,0,0,10.9259,1471,36,1999_2000,1471_1999_2000
6,38,44,10,0,0,10.9259,1472,36,1999_2000,1472_1999_2000
5,39,44,10,1,0,10.9259,1525,36,1999_2000,1525_1999_2000
6,38,44,10,1,0,10.9259,1526,36,1999_2000,1526_1999_2000
0,29,29,36,0,1,15.2667,40,36,1999_2000,40_1999_2000
0,29,29,45,1,1,15.2667,957,36,1999_2000,957_1999_2000
8,21,29,16,0,0,15.2667,1469,36,1999_2000,1469_1999_2000
4,25,29,12,0,0,15.2667,1471,36,1999_2000,1471_1999_2000
9,20,29,12,0,0,15.2667,1472,36,1999_2000,1472_1999_2000
3,26,29,5,0,0,15.2667,1473,36,1999_2000,1473_1999_2000
1,28,29,5,0,0,15.2667,1474,36,1999_2000,1474_1999_2000
1,28,29,12,1,0,15.2667,1525,36,1999_2000,1525_1999_2000
3,26,29,12,1,0,15.2667,1526,36,1999_2000,1526_1999_2000
4,25,29,5,1,0,15.2667,1527,36,1999_2000,1527_1999_2000
0,29,29,39,0,1,19.3571,40,36,1999_2000,40_1999_2000
0,29,29,48,1,1,19.3571,957,36,1999_2000,957_1999_2000
1,28,29,48,1,0,19.3571,958,36,1999_2000,958_1999_2000
2,27,29,18,0,0,19.3571,1469,36,1999_2000,1469_1999_2000
6,23,29,15,0,0,19.3571,1471,36,1999_2000,1471_1999_2000
3,26,29,15,0,0,19.3571,1472,36,1999_2000,1472_1999_2000
4,25,29,8,0,0,19.3571,1473,36,1999_2000,1473_1999_2000
