babysit,no.babysit,total.day,age,sex.m,dominant,groupsize,focal.id,group.id,season.id,focal.by.season
0,37,37,8,1,0,14.2,488,7,2002_2003,488_2002_2003
4,40,44,120,0,1,9.7778,395,7,2003_2004,395_2003_2004
12,32,44,19,0,0,9.7778,432,7,2003_2004,432_2003_2004
9,35,44,34,1,0,9.7778,483,7,2003_2004,483_2003_2004
10,34,44,34,1,0,9.7778,484,7,2003_2004,484_2003_2004
11,33,44,24,1,0,9.7778,487,7,2003_2004,487_2003_2004
15,29,44,19,1,0,9.7778,488,7,2003_2004,488_2003_2004
13,31,44,14,1,0,9.7778,492,7,2003_2004,492_2003_2004
1,43,44,11,1,0,9.7778,493,7,2003_2004,493_2003_2004
15,29,44,11,1,0,9.7778,494,7,2003_2004,494_2003_2004
4,37,41,123,0,1,10.5714,395,7,2003_2004,395_2003_2004
4,37,41,22,0,0,10.5714,432,7,2003_2004,432_2003_2004
13,28,41,27,1,0,10.5714,487,7,2003_2004,487_2003_2004
8,33,41,22,1,0,10.5714,488,7,2003_2004,488_2003_2004
17,24,41,16,1,0,10.5714,492,7,2003_2004,492_2003_2004
12,29,41,14,1,0,10.5714,494,7,2003_2004,494_2003_2004
0,16,16,130,0,1,7.8,395,7,2004_2005,395_2004_2005
6,10,16,9,0,0,7.8,433,7,2004_2005,433_2004_2005
3,13,16,7,0,0,7.8,435,7,2004_2005,435_2004_2005
4,12,16,6,0,0,7.8,436,7,2004_2005,436_2004_2005
6,10,16,6,0,0,7.8,437,7,2004_2005,437_2004_2005
2,14,16,23,1,0,7.8,492,7,2004_2005,492_2004_2005
0,16,16,21,1,0,7.8,494,7,2004_2005,494_2004_2005
6,10,16,9,1,0,7.8,495,7,2004_2005,495_2004_2005
2,29,31,135,0,1,8.4444,395,7,2004_2005,395_2004_2005
15,16,31,14,0,0,8.4444,433,7,2004_2005,433_2004_2005
10,21,31,11,0,0,8.4444,435,7,2004_2005,435_2004_2005
12,19,31,11,0,0,8.4444,436,7,2004_2005,436_2004_2005
0,31,31,14,1,0,8.4444,495,7,2004_2005,495_2004_2005
0,31,31,29,1,1,8.4444,985,7,2004_2005,985_2004_2005
0,50,50,62,0,1,15.7857,395,7,1998_1999,395_1998_1999
3,47,50,24,0,0,15.7857,399,7,1998_1999,399_1998_1999
15,35,50,16,0,0,15.7857,405,7,1998_1999,405_1998_1999
6,44,50,12,0,0,15.7857,407,7,1998_1999,407_1998_1999
9,41,50,22,1,0,15.7857,463,7,1998_1999,463_1998_1999
8,42,50,22,1,0,15.7857,464,7,1998_1999,464_1998_1999
12,38,50,16,1,0,15.7857,467,7,1998_1999,467_1998_1999
9,41,50,12,1,0,15.7857,470,7,1998_1999,470_1998_1999
3,27,30,28,0,1,6.5385,433,7,2005_2006,433_2005_2006
3,27,30,13,0,0,6.5385,441,7,2005_2006,441_2005_2006
16,14,30,13,1,0,6.5385,497,7,2005_2006,497_2005_2006
10,20,30,13,1,0,6.5385,498,7,2005_2006,498_2005_2006
1,29,30,43,1,1,6.5385,985,7,2005_2006,985_2005_2006
0,38,38,32,0,1,9.619,433,7,2006_2007,433_2006_2007
21,17,38,18,0,0,9.619,441,7,2006_2007,441_2006_2007
10,28,38,18,1,0,9.619,497,7,2006_2007,497_2006_2007
11,27,38,18,1,0,9.619,498,7,2006_2007,498_2006_2007
1,37,38,47,1,1,9.619,985,7,2006_2007,985_2006_2007
0,32,32,37,0,1,11.6,433,7,2006_2007,433_2006_2007
12,20,32,23,0,0,11.6,441,7,2006_2007,441_2006_2007
0,32,32,9,0,0,11.6,443,7,2006_2007,443_2006_2007
6,26,32,9,0,0,11.6,444,7,2006_2007,444_2006_2007
7,25,32,23,1,0,11.6,497,7,2006_2007,497_2006_2007
9,23,32,23,1,0,11.6,498,7,2006_2007,498_2006_2007
1,31,32,9,1,0,11.6,500,7,2006_2007,500_2006_2007
0,32,32,9,1,0,11.6,501,7,2006_2007,501_2006_2007
0,32,32,52,1,1,11.6,985,7,2006_2007,985_2006_2007
0,51,51,17,0,1,9.1852,529,8,1997_1998,529_1997_1998
11,40,51,17,0,0,9.1852,530,8,1997_1998,530_1997_1998
7,44,51,9,0,0,9.1852,531,8,1997_1998,531_1997_1998
12,39,51,9,1,0,9.1852,590,8,1997_1998,590_1997_1998
11,40,51,9,1,0,9.1852,591,8,1997_1998,591_1997_1998
11,40,51,9,1,0,9.1852,592,8,1997_1998,592_1997_1998
0,51,51,21,1,1,9.1852,1375,8,1997_1998,1375_1997_1998
1,50,51,24,0,1,10.0345,530,8,1997_1998,530_1997_1998
7,44,51,15,0,0,10.0345,531,8,1997_1998,531_1997_1998
15,36,51,6,0,0,10.0345,533,8,1997_1998,533_1997_1998
17,34,51,15,1,0,10.0345,590,8,1997_1998,590_1997_1998
5,46,51,15,1,0,10.0345,591,8,1997_1998,591_1997_1998
17,34,51,15,1,0,10.0345,592,8,1997_1998,592_1997_1998
0,51,51,6,1,0,10.0345,594,8,1997_1998,594_1997_1998
8,43,51,6,1,0,10.0345,595,8,1997_1998,595_1997_1998
0,51,51,28,1,1,10.0345,1375,8,1997_1998,1375_1997_1998
2,47,49,30,0,1,8.5926,530,8,1998_1999,530_1998_1999
19,30,49,21,0,0,8.5926,531,8,1998_1999,531_1998_1999
9,40,49,5,0,0,8.5926,534,8,1998_1999,534_1998_1999
8,41,49,21,1,0,8.5926,590,8,1998_1999,590_1998_1999
2,47,49,21,1,0,8.5926,591,8,1998_1999,591_1998_1999
9,40,49,21,1,0,8.5926,592,8,1998_1999,592_1998_1999
11,38,49,12,1,0,8.5926,595,8,1998_1999,595_1998_1999
4,45,49,34,1,1,8.5926,1375,8,1998_1999,1375_1998_1999
0,56,56,35,0,1,8.6667,530,8,1998_1999,530_1998_1999
6,50,56,26,0,0,8.6667,531,8,1998_1999,531_1998_1999
24,32,56,11,0,0,8.6667,534,8,1998_1999,534_1998_1999
1,55,56,5,0,0,8.6667,535,8,1998_1999,535_1998_1999
6,50,56,5,0,0,8.6667,536,8,1998_1999,536_1998_1999
10,46,56,17,1,0,8.6667,595,8,1998_1999,595_1998_1999
0,56,56,5,1,0,8.6667,596,8,1998_1999,596_1998_1999
0,56,56,39,1,1,8.6667,1375,8,1998_1999,1375_1998_1999
0,44,44,40,0,1,10.3684,530,8,1999_2000,530_1999_2000
4,40,44,32,0,0,10.3684,531,8,1999_2000,531_1999_2000
12,32,44,16,0,0,10.3684,534,8,1999_2000,534_1999_2000
5,39,44,10,0,0,10.3684,535,8,1999_2000,535_1999_2000
19,25,44,10,0,0,10.3684,536,8,1999_2000,536_1999_2000
1,43,44,5,0,0,10.3684,537,8,1999_2000,537_1999_2000
0,44,44,23,1,0,10.3684,595,8,1999_2000,595_1999_2000
4,40,44,10,1,0,10.3684,596,8,1999_2000,596_1999_2000
1,43,44,5,1,0,10.3684,597,8,1999_2000,597_1999_2000
1,43,44,5,1,0,10.3684,598,8,1999_2000,598_1999_2000
0,44,44,44,1,1,10.3684,1375,8,1999_2000,1375_1999_2000
1,39,40,45,0,1,9.1923,530,8,1999_2000,530_1999_2000
13,27,40,37,0,0,9.1923,531,8,1999_2000,531_1999_2000
5,35,40,15,0,0,9.1923,535,8,1999_2000,535_1999_2000
10,30,40,15,0,0,9.1923,536,8,1999_2000,536_1999_2000
10,30,40,10,0,0,9.1923,537,8,1999_2000,537_1999_2000
9,31,40,15,1,0,9.1923,596,8,1999_2000,596_1999_2000
6,34,40,10,1,0,9.1923,597,8,1999_2000,597_1999_2000
3,37,40,10,1,0,9.1923,598,8,1999_2000,598_1999_2000
4,36,40,5,1,0,9.1923,599,8,1999_2000,599_1999_2000
1,39,40,49,1,1,9.1923,1375,8,1999_2000,1375_1999_2000
0,67,67,53,0,1,18.6667,530,8,2000_2001,530_2000_2001
11,56,67,45,0,0,18.6667,531,8,2000_2001,531_2000_2001
13,54,67,23,0,0,18.6667,535,8,2000_2001,535_2000_2001
21,46,67,23,0,0,18.6667,536,8,2000_2001,536_2000_2001
19,48,67,18,0,0,18.6667,537,8,2000_2001,537_2000_2001
8,59,67,7,0,0,18.6667,538,8,2000_2001,538_2000_2001
6,61,67,7,0,0,18.6667,539,8,2000_2001,539_2000_2001
8,59,67,7,0,0,18.6667,540,8,2000_2001,540_2000_2001
3,64,67,7,0,0,18.6667,541,8,2000_2001,541_2000_2001
4,63,67,7,0,0,18.6667,542,8,2000_2001,542_2000_2001
6,61,67,23,1,0,18.6667,596,8,2000_2001,596_2000_2001
2,65,67,18,1,0,18.6667,597,8,2000_2001,597_2000_2001
22,45,67,12,1,0,18.6667,599,8,2000_2001,599_2000_2001
4,63,67,7,1,0,18.6667,600,8,2000_2001,600_2000_2001
7,60,67,7,1,0,18.6667,601,8,2000_2001,601_2000_2001
7,60,67,7,1,0,18.6667,602,8,2000_2001,602_2000_2001
7,60,67,7,1,0,18.6667,603,8,2000_2001,603_2000_2001
0,67,67,57,1,1,18.6667,1375,8,2000_2001,1375_2000_2001
0,54,54,58,0,1,22.5,530,8,2000_2001,530_2000_2001
0,54,54,49,0,0,22.5,531,8,2000_2001,531_2000_2001
3,51,54,27,0,0,22.5,535,8,2000_2001,535_2000_2001
8,46,54,27,0,0,22.5,536,8,2000_2001,536_2000_2001
3,51,54,22,0,0,22.5,537,8,2000_2001,537_2000_2001
12,42,54,12,0,0,22.5,538,8,2000_2001,538_2000_2001
3,51,54,12,0,0,22.5,539,8,2000_2001,539_2000_2001
5,49,54,11,0,0,22.5,540,8,2000_2001,540_2000_2001
5,49,54,11,0,0,22.5,541,8,2000_2001,541_2000_2001
9,45,54,11,0,0,22.5,542,8,2000_2001,542_2000_2001
10,44,54,27,1,0,22.5,596,8,2000_2001,596_2000_2001
4,50,54,22,1,0,22.5,597,8,2000_2001,597_2000_2001
11,43,54,17,1,0,22.5,599,8,2000_2001,599_2000_2001
5,49,54,12,1,0,22.5,600,8,2000_2001,600_2000_2001
1,53,54,12,1,0,22.5,601,8,2000_2001,601_2000_2001
4,50,54,11,1,0,22.5,602,8,2000_2001,602_2000_2001
4,50,54,11,1,0,22.5,603,8,2000_2001,603_2000_2001
1,53,54,62,1,1,22.5,1375,8,2000_2001,1375_2000_2001
0,32,32,33,0,1,8.0556,530,8,1998_1999,530_1998_1999
9,23,32,24,0,0,8.0556,531,8,1998_1999,531_1998_1999
9,23,32,9,0,0,8.0556,534,8,1998_1999,534_1998_1999
11,21,32,15,1,0,8.0556,595,8,1998_1999,595_1998_1999
0,32,32,37,1,1,8.0556,1375,8,1998_1999,1375_1998_1999
0,63,63,56,0,1,24.7692,531,8,2001_2002,531_2001_2002
8,55,63,34,0,0,24.7692,536,8,2001_2002,536_2001_2002
14,49,63,18,0,0,24.7692,538,8,2001_2002,538_2001_2002
13,50,63,18,0,0,24.7692,539,8,2001_2002,539_2001_2002
10,53,63,18,0,0,24.7692,540,8,2001_2002,540_2001_2002
2,61,63,18,0,0,24.7692,541,8,2001_2002,541_2001_2002
10,53,63,18,0,0,24.7692,542,8,2001_2002,542_2001_2002
1,62,63,11,0,0,24.7692,543,8,2001_2002,543_2001_2002
2,61,63,6,0,0,24.7692,544,8,2001_2002,544_2001_2002
0,63,63,6,0,0,24.7692,545,8,2001_2002,545_2001_2002
2,61,63,34,1,0,24.7692,596,8,2001_2002,596_2001_2002
2,61,63,29,1,0,24.7692,597,8,2001_2002,597_2001_2002
6,57,63,23,1,0,24.7692,599,8,2001_2002,599_2001_2002
3,60,63,18,1,0,24.7692,600,8,2001_2002,600_2001_2002
3,60,63,18,1,0,24.7692,601,8,2001_2002,601_2001_2002
5,58,63,18,1,0,24.7692,602,8,2001_2002,602_2001_2002
3,60,63,18,1,0,24.7692,603,8,2001_2002,603_2001_2002
1,62,63,11,1,0,24.7692,604,8,2001_2002,604_2001_2002
0,63,63,11,1,0,24.7692,605,8,2001_2002,605_2001_2002
1,62,63,11,1,0,24.7692,606,8,2001_2002,606_2001_2002
0,63,63,68,1,1,24.7692,1375,8,2001_2002,1375_2001_2002
0,34,34,58,0,1,15.1739,531,8,2001_2002,531_2001_2002
0,34,34,21,0,0,15.1739,538,8,2001_2002,538_2001_2002
0,34,34,21,0,0,15.1739,542,8,2001_2002,542_2001_2002
11,23,34,13,0,0,15.1739,543,8,2001_2002,543_2001_2002
8,26,34,9,0,0,15.1739,544,8,2001_2002,544_2001_2002
4,30,34,9,0,0,15.1739,545,8,2001_2002,545_2001_2002
1,33,34,5,0,0,15.1739,547,8,2001_2002,547_2001_2002
8,26,34,26,1,0,15.1739,599,8,2001_2002,599_2001_2002
3,31,34,21,1,0,15.1739,600,8,2001_2002,600_2001_2002
6,28,34,21,1,0,15.1739,601,8,2001_2002,601_2001_2002
5,29,34,13,1,0,15.1739,604,8,2001_2002,604_2001_2002
8,26,34,13,1,0,15.1739,605,8,2001_2002,605_2001_2002
4,30,34,13,1,0,15.1739,606,8,2001_2002,606_2001_2002
2,32,34,5,1,0,15.1739,608,8,2001_2002,608_2001_2002
2,32,34,5,1,0,15.1739,609,8,2001_2002,609_2001_2002
0,34,34,71,1,1,15.1739,1375,8,2001_2002,1375_2001_2002
0,38,38,61,0,1,21,531,8,2001_2002,531_2001_2002
5,33,38,16,0,0,21,543,8,2001_2002,543_2001_2002
3,35,38,11,0,0,21,544,8,2001_2002,544_2001_2002
0,38,38,11,0,0,21,545,8,2001_2002,545_2001_2002
4,34,38,8,0,0,21,547,8,2001_2002,547_2001_2002
11,27,38,29,1,0,21,599,8,2001_2002,599_2001_2002
15,23,38,24,1,0,21,600,8,2001_2002,600_2001_2002
3,35,38,24,1,0,21,601,8,2001_2002,601_2001_2002
2,36,38,16,1,0,21,604,8,2001_2002,604_2001_2002
1,37,38,16,1,0,21,605,8,2001_2002,605_2001_2002
0,38,38,16,1,0,21,606,8,2001_2002,606_2001_2002
1,37,38,8,1,0,21,608,8,2001_2002,608_2001_2002
2,36,38,8,1,0,21,609,8,2001_2002,609_2001_2002
0,38,38,5,1,0,21,610,8,2001_2002,610_2001_2002
0,38,38,73,1,1,21,1375,8,2001_2002,1375_2001_2002
0,51,51,64,0,1,25.4375,531,8,2001_2002,531_2001_2002
13,38,51,19,0,0,25.4375,543,8,2001_2002,543_2001_2002
4,47,51,14,0,0,25.4375,544,8,2001_2002,544_2001_2002
6,45,51,14,0,0,25.4375,545,8,2001_2002,545_2001_2002
5,46,51,10,0,0,25.4375,547,8,2001_2002,547_2001_2002
6,45,51,5,0,0,25.4375,550,8,2001_2002,550_2001_2002
2,49,51,5,0,0,25.4375,551,8,2001_2002,551_2001_2002
0,51,51,5,0,0,25.4375,552,8,2001_2002,552_2001_2002
7,44,51,31,1,0,25.4375,599,8,2001_2002,599_2001_2002
13,38,51,26,1,0,25.4375,600,8,2001_2002,600_2001_2002
0,51,51,26,1,0,25.4375,601,8,2001_2002,601_2001_2002
2,49,51,19,1,0,25.4375,604,8,2001_2002,604_2001_2002
0,51,51,19,1,0,25.4375,605,8,2001_2002,605_2001_2002
1,50,51,19,1,0,25.4375,606,8,2001_2002,606_2001_2002
2,49,51,10,1,0,25.4375,608,8,2001_2002,608_2001_2002
8,43,51,10,1,0,25.4375,609,8,2001_2002,609_2001_2002
0,51,51,7,1,0,25.4375,610,8,2001_2002,610_2001_2002
1,50,51,5,1,0,25.4375,611,8,2001_2002,611_2001_2002
0,51,51,5,1,0,25.4375,612,8,2001_2002,612_2001_2002
0,51,51,5,1,0,25.4375,613,8,2001_2002,613_2001_2002
0,51,51,76,1,1,25.4375,1375,8,2001_2002,1375_2001_2002
1,60,61,69,0,1,28.2632,531,8,2002_2003,531_2002_2003
3,58,61,24,0,0,28.2632,543,8,2002_2003,543_2002_2003
13,48,61,19,0,0,28.2632,544,8,2002_2003,544_2002_2003
12,49,61,19,0,0,28.2632,545,8,2002_2003,545_2002_2003
18,43,61,16,0,0,28.2632,547,8,2002_2003,547_2002_2003
5,56,61,10,0,0,28.2632,550,8,2002_2003,550_2002_2003
5,56,61,10,0,0,28.2632,551,8,2002_2003,551_2002_2003
0,61,61,10,0,0,28.2632,552,8,2002_2003,552_2002_2003
3,58,61,8,0,0,28.2632,553,8,2002_2003,553_2002_2003
5,56,61,8,0,0,28.2632,554,8,2002_2003,554_2002_2003
0,61,61,5,0,0,28.2632,555,8,2002_2003,555_2002_2003
0,61,61,5,0,0,28.2632,556,8,2002_2003,556_2002_2003
1,60,61,5,0,0,28.2632,557,8,2002_2003,557_2002_2003
1,60,61,5,0,0,28.2632,558,8,2002_2003,558_2002_2003
2,59,61,37,1,0,28.2632,599,8,2002_2003,599_2002_2003
5,56,61,32,1,0,28.2632,600,8,2002_2003,600_2002_2003
4,57,61,32,1,0,28.2632,601,8,2002_2003,601_2002_2003
0,61,61,24,1,0,28.2632,604,8,2002_2003,604_2002_2003
5,56,61,24,1,0,28.2632,605,8,2002_2003,605_2002_2003
3,58,61,24,1,0,28.2632,606,8,2002_2003,606_2002_2003
2,59,61,16,1,0,28.2632,608,8,2002_2003,608_2002_2003
8,53,61,16,1,0,28.2632,609,8,2002_2003,609_2002_2003
2,59,61,13,1,0,28.2632,610,8,2002_2003,610_2002_2003
0,61,61,10,1,0,28.2632,611,8,2002_2003,611_2002_2003
2,59,61,10,1,0,28.2632,612,8,2002_2003,612_2002_2003
1,60,61,10,1,0,28.2632,613,8,2002_2003,613_2002_2003
4,57,61,8,1,0,28.2632,614,8,2002_2003,614_2002_2003
2,59,61,8,1,0,28.2632,615,8,2002_2003,615_2002_2003
2,59,61,8,1,0,28.2632,616,8,2002_2003,616_2002_2003
1,60,61,82,1,1,28.2632,1375,8,2002_2003,1375_2002_2003
0,63,63,72,0,1,27.2727,531,8,2002_2003,531_2002_2003
18,45,63,27,0,0,27.2727,543,8,2002_2003,543_2002_2003
16,47,63,22,0,0,27.2727,544,8,2002_2003,544_2002_2003
8,55,63,22,0,0,27.2727,545,8,2002_2003,545_2002_2003
9,54,63,18,0,0,27.2727,547,8,2002_2003,547_2002_2003
18,45,63,13,0,0,27.2727,550,8,2002_2003,550_2002_2003
8,55,63,13,0,0,27.2727,551,8,2002_2003,551_2002_2003
4,59,63,13,0,0,27.2727,552,8,2002_2003,552_2002_2003
4,59,63,10,0,0,27.2727,553,8,2002_2003,553_2002_2003
7,56,63,10,0,0,27.2727,554,8,2002_2003,554_2002_2003
1,62,63,7,0,0,27.2727,555,8,2002_2003,555_2002_2003
0,63,63,7,0,0,27.2727,556,8,2002_2003,556_2002_2003
2,61,63,7,0,0,27.2727,557,8,2002_2003,557_2002_2003
2,61,63,7,0,0,27.2727,558,8,2002_2003,558_2002_2003
6,57,63,39,1,0,27.2727,599,8,2002_2003,599_2002_2003
4,59,63,27,1,0,27.2727,606,8,2002_2003,606_2002_2003
4,59,63,18,1,0,27.2727,608,8,2002_2003,608_2002_2003
4,59,63,18,1,0,27.2727,609,8,2002_2003,609_2002_2003
3,60,63,15,1,0,27.2727,610,8,2002_2003,610_2002_2003
1,62,63,13,1,0,27.2727,611,8,2002_2003,611_2002_2003
4,59,63,13,1,0,27.2727,612,8,2002_2003,612_2002_2003
5,58,63,10,1,0,27.2727,614,8,2002_2003,614_2002_2003
5,58,63,10,1,0,27.2727,615,8,2002_2003,615_2002_2003
2,61,63,10,1,0,27.2727,616,8,2002_2003,616_2002_2003
0,63,63,84,1,1,27.2727,1375,8,2002_2003,1375_2002_2003
7,43,50,9,0,0,19.2353,198,8,2003_2004,198_2003_2004
3,47,50,84,0,1,19.2353,531,8,2003_2004,531_2003_2004
12,38,50,25,0,0,19.2353,550,8,2003_2004,550_2003_2004
7,43,50,25,0,0,19.2353,551,8,2003_2004,551_2003_2004
11,39,50,25,0,0,19.2353,552,8,2003_2004,552_2003_2004
22,28,50,23,0,0,19.2353,553,8,2003_2004,553_2003_2004
12,38,50,23,0,0,19.2353,554,8,2003_2004,554_2003_2004
7,43,50,20,0,0,19.2353,555,8,2003_2004,555_2003_2004
6,44,50,20,0,0,19.2353,556,8,2003_2004,556_2003_2004
4,46,50,20,0,0,19.2353,558,8,2003_2004,558_2003_2004
6,44,50,15,0,0,19.2353,560,8,2003_2004,560_2003_2004
3,47,50,15,0,0,19.2353,561,8,2003_2004,561_2003_2004
12,38,50,12,0,0,19.2353,563,8,2003_2004,563_2003_2004
1,49,50,12,0,0,19.2353,564,8,2003_2004,564_2003_2004
1,49,50,12,0,0,19.2353,565,8,2003_2004,565_2003_2004
10,40,50,12,0,0,19.2353,566,8,2003_2004,566_2003_2004
2,48,50,52,1,1,19.2353,599,8,2003_2004,599_2003_2004
6,44,50,28,1,0,19.2353,610,8,2003_2004,610_2003_2004
2,48,50,25,1,0,19.2353,611,8,2003_2004,611_2003_2004
7,44,51,12,0,0,20.1538,198,8,2003_2004,198_2003_2004
0,51,51,87,0,1,20.1538,531,8,2003_2004,531_2003_2004
15,36,51,28,0,0,20.1538,550,8,2003_2004,550_2003_2004
12,39,51,28,0,0,20.1538,551,8,2003_2004,551_2003_2004
7,44,51,28,0,0,20.1538,552,8,2003_2004,552_2003_2004
15,36,51,25,0,0,20.1538,553,8,2003_2004,553_2003_2004
11,40,51,25,0,0,20.1538,554,8,2003_2004,554_2003_2004
4,47,51,23,0,0,20.1538,556,8,2003_2004,556_2003_2004
8,43,51,17,0,0,20.1538,560,8,2003_2004,560_2003_2004
6,45,51,17,0,0,20.1538,561,8,2003_2004,561_2003_2004
1,50,51,15,0,0,20.1538,564,8,2003_2004,564_2003_2004
0,51,51,15,0,0,20.1538,565,8,2003_2004,565_2003_2004
4,47,51,15,0,0,20.1538,566,8,2003_2004,566_2003_2004
0,51,51,54,1,1,20.1538,599,8,2003_2004,599_2003_2004
5,46,51,31,1,0,20.1538,610,8,2003_2004,610_2003_2004
11,40,51,28,1,0,20.1538,611,8,2003_2004,611_2003_2004
0,39,39,96,0,1,14.0667,531,8,2004_2005,531_2004_2005
2,37,39,24,0,0,14.0667,564,8,2004_2005,564_2004_2005
9,30,39,24,0,0,14.0667,566,8,2004_2005,566_2004_2005
22,17,39,11,0,0,14.0667,568,8,2004_2005,568_2004_2005
1,38,39,11,0,0,14.0667,569,8,2004_2005,569_2004_2005
1,38,39,9,0,0,14.0667,570,8,2004_2005,570_2004_2005
10,29,39,9,0,0,14.0667,571,8,2004_2005,571_2004_2005
13,26,39,8,0,0,14.0667,572,8,2004_2005,572_2004_2005
2,37,39,6,0,0,14.0667,573,8,2004_2005,573_2004_2005
0,39,39,63,1,1,14.0667,599,8,2004_2005,599_2004_2005
5,34,39,11,1,0,14.0667,620,8,2004_2005,620_2004_2005
5,34,39,9,1,0,14.0667,622,8,2004_2005,622_2004_2005
6,33,39,9,1,0,14.0667,623,8,2004_2005,623_2004_2005
9,30,39,8,1,0,14.0667,624,8,2004_2005,624_2004_2005
3,36,39,6,1,0,14.0667,625,8,2004_2005,625_2004_2005
0,37,37,98,0,1,17.8571,531,8,2004_2005,531_2004_2005
3,34,37,26,0,0,17.8571,566,8,2004_2005,566_2004_2005
10,27,37,14,0,0,17.8571,569,8,2004_2005,569_2004_2005
1,36,37,11,0,0,17.8571,570,8,2004_2005,570_2004_2005
5,32,37,11,0,0,17.8571,571,8,2004_2005,571_2004_2005
3,34,37,11,0,0,17.8571,572,8,2004_2005,572_2004_2005
2,35,37,9,0,0,17.8571,573,8,2004_2005,573_2004_2005
0,37,37,66,1,1,17.8571,599,8,2004_2005,599_2004_2005
4,33,37,14,1,0,17.8571,620,8,2004_2005,620_2004_2005
2,35,37,11,1,0,17.8571,622,8,2004_2005,622_2004_2005
12,25,37,11,1,0,17.8571,623,8,2004_2005,623_2004_2005
5,32,37,11,1,0,17.8571,624,8,2004_2005,624_2004_2005
1,36,37,9,1,0,17.8571,625,8,2004_2005,625_2004_2005
0,46,46,107,0,1,24.2143,531,8,2005_2006,531_2005_2006
6,40,46,35,0,1,24.2143,566,8,2005_2006,566_2005_2006
4,42,46,23,0,0,24.2143,569,8,2005_2006,569_2005_2006
1,45,46,20,0,0,24.2143,570,8,2005_2006,570_2005_2006
8,38,46,20,0,0,24.2143,571,8,2005_2006,571_2005_2006
9,37,46,20,0,0,24.2143,572,8,2005_2006,572_2005_2006
4,42,46,18,0,0,24.2143,573,8,2005_2006,573_2005_2006
1,45,46,11,0,0,24.2143,575,8,2005_2006,575_2005_2006
1,45,46,11,0,0,24.2143,576,8,2005_2006,576_2005_2006
0,46,46,8,0,0,24.2143,577,8,2005_2006,577_2005_2006
0,46,46,8,0,0,24.2143,578,8,2005_2006,578_2005_2006
0,46,46,75,1,1,24.2143,599,8,2005_2006,599_2005_2006
2,44,46,23,1,0,24.2143,620,8,2005_2006,620_2005_2006
7,39,46,20,1,0,24.2143,622,8,2005_2006,622_2005_2006
10,36,46,20,1,0,24.2143,623,8,2005_2006,623_2005_2006
5,41,46,20,1,0,24.2143,624,8,2005_2006,624_2005_2006
5,41,46,18,1,0,24.2143,625,8,2005_2006,625_2005_2006
0,46,46,11,1,0,24.2143,627,8,2005_2006,627_2005_2006
4,42,46,11,1,0,24.2143,628,8,2005_2006,628_2005_2006
20,36,56,10,0,0,10.2,190,41,2002_2003,190_2002_2003
14,42,56,7,0,0,10.2,191,41,2002_2003,191_2002_2003
5,51,56,7,0,0,10.2,192,41,2002_2003,192_2002_2003
12,44,56,7,0,0,10.2,193,41,2002_2003,193_2002_2003
12,44,56,10,1,0,10.2,217,41,2002_2003,217_2002_2003
9,47,56,10,1,0,10.2,218,41,2002_2003,218_2002_2003
6,50,56,7,1,0,10.2,219,41,2002_2003,219_2002_2003
6,50,56,7,1,0,10.2,220,41,2002_2003,220_2002_2003
0,56,56,43,1,1,10.2,474,41,2002_2003,474_2002_2003
0,56,56,47,0,1,10.2,536,41,2002_2003,536_2002_2003
0,56,56,31,0,0,10.2,541,41,2002_2003,541_2002_2003
12,40,52,12,0,0,13.4286,190,41,2002_2003,190_2002_2003
13,39,52,9,0,0,13.4286,191,41,2002_2003,191_2002_2003
7,45,52,9,0,0,13.4286,192,41,2002_2003,192_2002_2003
12,40,52,9,0,0,13.4286,193,41,2002_2003,193_2002_2003
21,31,52,12,1,0,13.4286,217,41,2002_2003,217_2002_2003
7,45,52,12,1,0,13.4286,218,41,2002_2003,218_2002_2003
4,48,52,9,1,0,13.4286,219,41,2002_2003,219_2002_2003
6,46,52,9,1,0,13.4286,220,41,2002_2003,220_2002_2003
0,52,52,46,1,1,13.4286,474,41,2002_2003,474_2002_2003
2,50,52,50,0,1,13.4286,536,41,2002_2003,536_2002_2003
3,46,49,15,0,0,15.6667,190,41,2002_2003,190_2002_2003
13,36,49,12,0,0,15.6667,191,41,2002_2003,191_2002_2003
4,45,49,12,0,0,15.6667,192,41,2002_2003,192_2002_2003
10,39,49,12,0,0,15.6667,193,41,2002_2003,193_2002_2003
2,47,49,5,0,0,15.6667,194,41,2002_2003,194_2002_2003
6,43,49,5,0,0,15.6667,195,41,2002_2003,195_2002_2003
9,40,49,15,1,0,15.6667,217,41,2002_2003,217_2002_2003
5,44,49,15,1,0,15.6667,218,41,2002_2003,218_2002_2003
5,44,49,12,1,0,15.6667,219,41,2002_2003,219_2002_2003
9,40,49,12,1,0,15.6667,220,41,2002_2003,220_2002_2003
3,46,49,5,1,0,15.6667,221,41,2002_2003,221_2002_2003
1,48,49,5,1,0,15.6667,222,41,2002_2003,222_2002_2003
0,49,49,48,1,1,15.6667,474,41,2002_2003,474_2002_2003
2,47,49,53,0,1,15.6667,536,41,2002_2003,536_2002_2003
11,27,38,18,0,0,15.4091,199,41,2004_2005,199_2004_2005
15,23,38,18,0,0,15.4091,200,41,2004_2005,200_2004_2005
8,30,38,10,0,0,15.4091,201,41,2004_2005,201_2004_2005
7,31,38,10,0,0,15.4091,202,41,2004_2005,202_2004_2005
