guard.min,offset.min.cent,age,sex.m,dominant,groupsize,focal.id,group.id,season.id,focal.by.season
62,-1.070713456,39,0,0,25.5,1768,18,2011_2012,1768_2011_2012
174,0.03543987,42,0,0,30.85,1768,18,2011_2012,1768_2011_2012
150,0.071227851,45,0,0,31.36,1768,18,2011_2012,1768_2011_2012
28,-0.412458656,48,0,0,28.51,1768,18,2012_2013,1768_2012_2013
71,0.45600051,51,0,0,28.75,1768,18,2012_2013,1768_2012_2013
23,0.404382785,54,0,0,23.05,1768,18,2012_2013,1768_2012_2013
3,-0.436873918,57,0,0,21.1,1768,18,2012_2013,1768_2012_2013
2,0.908123183,6,0,0,16.26,1769,7,2008_2009,1769_2008_2009
19,0.622510299,9,0,0,17.82,1769,7,2008_2009,1769_2008_2009
50,0.566352687,12,0,0,14.52,1769,7,2009_2010,1769_2009_2010
93,0.005542634,15,0,0,15.21,1769,7,2009_2010,1769_2009_2010
179,0.484326819,18,0,0,20.2,1769,7,2009_2010,1769_2009_2010
175,0.384749517,21,0,0,20.73,1769,7,2009_2010,1769_2009_2010
70,-0.084356942,24,0,0,22.22,1769,7,2010_2011,1769_2010_2011
8,0.790558007,6,1,0,16.67,1771,7,2008_2009,1771_2008_2009
0,0.840396531,9,1,0,17.66,1771,7,2008_2009,1771_2008_2009
35,0.976281605,12,1,0,14.11,1771,7,2009_2010,1771_2009_2010
83,0.070915506,15,1,0,15.73,1771,7,2009_2010,1771_2009_2010
148,0.524795672,18,1,0,20.76,1771,7,2009_2010,1771_2009_2010
211,0.250414761,21,1,0,20.82,1771,7,2009_2010,1771_2009_2010
10,0.140221826,24,1,0,21.85,1771,7,2010_2011,1771_2010_2011
67,0.301484441,27,1,0,16.32,1771,7,2010_2011,1771_2010_2011
306,0.667327815,30,1,0,17.16,1771,7,2010_2011,1771_2010_2011
83,0.351591391,33,1,0,13.29,1771,7,2010_2011,1771_2010_2011
132,0.508717517,36,1,1,13.3,1771,7,2011_2012,1771_2011_2012
130,0.498704417,39,1,1,11.63,1771,7,2011_2012,1771_2011_2012
231,0.463600592,42,1,1,14.98,1771,7,2011_2012,1771_2011_2012
73,0.519971496,45,1,1,14.73,1771,7,2011_2012,1771_2011_2012
30,0.317033369,48,1,1,14.51,1771,7,2012_2013,1771_2012_2013
5,0.965636597,51,1,1,15.88,1771,7,2012_2013,1771_2012_2013
51,0.937758282,54,1,1,14.01,1771,7,2012_2013,1771_2012_2013
11,0.719673608,57,1,1,11.8,1771,7,2012_2013,1771_2012_2013
0,-1.663166574,60,1,0,8,1771,7,2013_2014,1771_2013_2014
9,0.790558007,6,0,0,16.67,1772,7,2008_2009,1772_2008_2009
6,0.840396531,9,0,0,17.66,1772,7,2008_2009,1772_2008_2009
20,0.507165076,12,0,0,14.11,1772,7,2009_2010,1772_2009_2010
63,-0.097121877,15,0,0,15.73,1772,7,2009_2010,1772_2009_2010
71,0.524795672,18,0,0,20.76,1772,7,2009_2010,1772_2009_2010
53,0.208763277,21,0,0,20.82,1772,7,2009_2010,1772_2009_2010
19,-0.190242228,24,0,0,22.77,1772,7,2010_2011,1772_2010_2011
61,0.790558007,6,0,0,16.67,1773,7,2008_2009,1773_2008_2009
27,0.840396531,9,0,0,17.66,1773,7,2008_2009,1773_2008_2009
67,0.981800461,12,0,0,14.11,1773,7,2009_2010,1773_2009_2010
56,-0.097121877,15,0,0,15.73,1773,7,2009_2010,1773_2009_2010
124,0.524795672,18,0,0,20.76,1773,7,2009_2010,1773_2009_2010
140,0.236224191,21,0,0,20.82,1773,7,2009_2010,1773_2009_2010
62,-0.16857655,24,0,0,22.77,1773,7,2010_2011,1773_2010_2011
0,0.51865264,6,0,0,18.97,1774,8,2008_2009,1774_2008_2009
12,0.648199232,6,1,0,18.93,1775,8,2008_2009,1775_2008_2009
0,-0.830997941,9,1,0,18.94,1775,8,2008_2009,1775_2008_2009
0,0.648199232,6,0,0,18.93,1777,8,2008_2009,1777_2008_2009
0,-0.830997941,9,0,0,18.94,1777,8,2008_2009,1777_2008_2009
25,0.858721565,6,0,0,14.77,1780,36,2008_2009,1780_2008_2009
62,0.862086392,9,0,0,11.57,1780,36,2009_2010,1780_2009_2010
115,0.198629099,12,0,0,12.74,1780,36,2009_2010,1780_2009_2010
214,-0.112898931,15,0,0,19.37,1780,36,2009_2010,1780_2009_2010
442,0.453688487,18,0,0,21.41,1780,36,2009_2010,1780_2009_2010
57,-0.995755498,21,0,0,20.77,1780,36,2010_2011,1780_2010_2011
141,0.858721565,6,1,0,14.77,1781,36,2008_2009,1781_2008_2009
239,0.86862239,9,1,0,11.57,1781,36,2009_2010,1781_2009_2010
384,0.712892571,12,1,0,12.74,1781,36,2009_2010,1781_2009_2010
173,-0.049554629,15,1,0,19.37,1781,36,2009_2010,1781_2009_2010
645,0.600012905,18,1,0,21.41,1781,36,2009_2010,1781_2009_2010
443,0.321661331,21,1,0,21.1,1781,36,2010_2011,1781_2010_2011
132,0.106343105,24,1,0,20.83,1781,36,2010_2011,1781_2010_2011
198,0.290223305,27,1,0,24.07,1781,36,2010_2011,1781_2010_2011
367,0.618449262,30,1,0,26.99,1781,36,2010_2011,1781_2010_2011
141,0.240607356,33,1,0,24.64,1781,36,2011_2012,1781_2011_2012
187,0.292851058,36,1,0,24.92,1781,36,2011_2012,1781_2011_2012
308,0.485681623,39,1,0,21.73,1781,36,2011_2012,1781_2011_2012
52,0.318320599,45,1,0,8.96,1781,90,2012_2013,1781_2012_2013
237,0.744049227,48,1,0,11.99,1781,90,2012_2013,1781_2012_2013
73,1.150759679,51,1,0,11.77,1781,90,2012_2013,1781_2012_2013
38,1.352369295,54,1,0,10,1781,90,2012_2013,1781_2012_2013
86,0.690986251,60,1,0,10.63,1781,90,2013_2014,1781_2013_2014
375,0.941710741,63,1,0,15.19,1781,90,2013_2014,1781_2013_2014
519,0.612128996,66,1,0,16.38,1781,90,2013_2014,1781_2013_2014
51,-2.30155613,69,1,0,19,1781,90,2014_2015,1781_2014_2015
48,0.858721565,6,1,0,14.77,1782,36,2008_2009,1782_2008_2009
197,0.86862239,9,1,0,11.57,1782,36,2009_2010,1782_2009_2010
369,0.712892571,12,1,0,12.74,1782,36,2009_2010,1782_2009_2010
371,-0.049554629,15,1,0,19.37,1782,36,2009_2010,1782_2009_2010
279,0.576691437,18,1,0,21.41,1782,36,2009_2010,1782_2009_2010
234,0.321661331,21,1,0,21.1,1782,36,2010_2011,1782_2010_2011
43,0.128033287,24,1,0,20.83,1782,36,2010_2011,1782_2010_2011
210,0.260955055,27,1,0,24.07,1782,36,2010_2011,1782_2010_2011
166,0.570371542,30,1,0,26.99,1782,36,2010_2011,1782_2010_2011
78,0.14847929,33,1,0,24.64,1782,36,2011_2012,1782_2011_2012
52,0.396662497,36,1,0,24.92,1782,36,2011_2012,1782_2011_2012
93,0.495573134,39,1,0,21.73,1782,36,2011_2012,1782_2011_2012
7,0.357593866,45,1,0,8.96,1782,90,2012_2013,1782_2012_2013
61,0.744049227,48,1,1,11.99,1782,90,2012_2013,1782_2012_2013
35,1.155440932,51,1,1,11.77,1782,90,2012_2013,1782_2012_2013
11,1.342607284,54,1,1,10,1782,90,2012_2013,1782_2012_2013
134,0.823017728,60,1,1,10.63,1782,90,2013_2014,1782_2013_2014
427,0.941710741,63,1,1,15.19,1782,90,2013_2014,1782_2013_2014
242,0.604132959,66,1,0,16.38,1782,90,2013_2014,1782_2013_2014
20,0.180411584,69,1,0,17.54,1782,90,2014_2015,1782_2014_2015
11,0.252854877,72,1,0,13.89,1782,90,2014_2015,1782_2014_2015
120,0.633611951,75,1,0,14.71,1782,90,2014_2015,1782_2014_2015
7,0.858721565,6,0,0,14.77,1783,36,2008_2009,1783_2008_2009
46,0.86862239,9,0,0,11.57,1783,36,2009_2010,1783_2009_2010
28,0.198629099,12,0,0,12.74,1783,36,2009_2010,1783_2009_2010
25,-0.112898931,15,0,0,19.37,1783,36,2009_2010,1783_2009_2010
46,0.342534391,18,0,0,21.41,1783,36,2009_2010,1783_2009_2010
108,-0.203343009,21,0,0,21.1,1783,36,2010_2011,1783_2010_2011
14,-0.208776797,24,0,0,20.83,1783,36,2010_2011,1783_2010_2011
63,0.041847587,27,0,0,24.07,1783,36,2010_2011,1783_2010_2011
53,0.615598825,30,0,0,26.99,1783,36,2010_2011,1783_2010_2011
1,0.445796121,33,0,1,24.64,1783,36,2011_2012,1783_2011_2012
15,0.465894737,36,0,1,24.92,1783,36,2011_2012,1783_2011_2012
15,0.495573134,39,0,1,21.73,1783,36,2011_2012,1783_2011_2012
13,0.459230318,42,0,1,23.8,1783,36,2011_2012,1783_2011_2012
12,0.488386922,45,0,1,17.58,1783,36,2012_2013,1783_2012_2013
56,0.724548704,48,0,1,12.8,1783,36,2012_2013,1783_2012_2013
81,1.086737791,51,0,1,9.97,1783,36,2012_2013,1783_2012_2013
92,1.220759407,54,0,1,9.68,1783,36,2012_2013,1783_2012_2013
0,0.761984657,57,0,0,9.03,1783,36,2013_2014,1783_2013_2014
2,0.64521543,6,1,0,13.67,1790,65,2008_2009,1790_2008_2009
42,0.948009315,9,1,0,12.65,1790,65,2009_2010,1790_2009_2010
168,0.602898339,12,1,0,13.7,1790,65,2009_2010,1790_2009_2010
217,0.401734203,15,1,0,17.67,1790,65,2009_2010,1790_2009_2010
263,0.741650982,18,1,0,16.38,1790,65,2009_2010,1790_2009_2010
294,0.345308636,21,1,0,17.14,1790,65,2010_2011,1790_2010_2011
104,0.467040264,24,1,0,17.75,1790,65,2010_2011,1790_2010_2011
168,0.250414761,27,1,0,21.13,1790,65,2010_2011,1790_2010_2011
21,0.442998882,33,1,0,9.46,1790,76,2011_2012,1790_2011_2012
8,0.543480702,36,1,0,7.83,1790,76,2011_2012,1790_2011_2012
71,0.568680935,39,1,0,9.71,1790,76,2011_2012,1790_2011_2012
374,0.132208333,42,1,0,8.19,1790,76,2011_2012,1790_2011_2012
13,0.64521543,6,1,0,13.67,1791,65,2008_2009,1791_2008_2009
480,0.948009315,9,1,0,12.65,1791,65,2009_2010,1791_2009_2010
417,0.594015093,12,1,0,13.7,1791,65,2009_2010,1791_2009_2010
379,0.401734203,15,1,0,17.67,1791,65,2009_2010,1791_2009_2010
473,0.721738422,18,1,0,16.38,1791,65,2009_2010,1791_2009_2010
362,0.317033369,21,1,0,17.14,1791,65,2010_2011,1791_2010_2011
156,0.478666264,24,1,0,17.75,1791,65,2010_2011,1791_2010_2011
445,0.330867195,27,1,0,21.13,1791,65,2010_2011,1791_2010_2011
42,0.443931977,33,1,0,9.46,1791,76,2011_2012,1791_2011_2012
28,0.564444592,36,1,1,7.83,1791,76,2011_2012,1791_2011_2012
104,0.568680935,39,1,1,9.71,1791,76,2011_2012,1791_2011_2012
65,-0.576831651,42,1,0,9,1791,76,2011_2012,1791_2011_2012
5,0.346819321,6,0,0,13.82,1792,65,2008_2009,1792_2008_2009
21,0.632807808,6,1,0,13.67,1793,65,2008_2009,1793_2008_2009
29,0.948009315,9,1,0,12.65,1793,65,2009_2010,1793_2009_2010
116,0.602898339,12,1,0,13.7,1793,65,2009_2010,1793_2009_2010
160,0.401734203,15,1,0,17.67,1793,65,2009_2010,1793_2009_2010
284,0.741650982,18,1,0,16.38,1793,65,2009_2010,1793_2009_2010
202,0.354346032,21,1,0,17.14,1793,65,2010_2011,1793_2010_2011
71,-0.148385103,24,1,0,17.54,1793,65,2010_2011,1793_2010_2011
0,-3.655880501,6,1,0,14,1794,65,2008_2009,1794_2008_2009
2,0.380345231,6,0,0,20.61,1795,34,2008_2009,1795_2008_2009
9,0.886714065,9,0,0,21.23,1795,34,2009_2010,1795_2009_2010
49,0.455307343,12,0,0,23.31,1795,34,2009_2010,1795_2009_2010
22,0.299919075,15,0,0,25.41,1795,34,2009_2010,1795_2009_2010
84,0.501159331,18,0,0,25.56,1795,34,2009_2010,1795_2009_2010
0,-1.837524705,21,0,0,8.35,1795,78,2010_2011,1795_2010_2011
3,-2.482270132,24,0,0,7.88,1795,78,2010_2011,1795_2010_2011
11,0.380345231,6,1,0,20.61,1796,34,2008_2009,1796_2008_2009
79,0.886714065,9,1,0,21.23,1796,34,2009_2010,1796_2009_2010
186,0.591940326,12,1,0,23.31,1796,34,2009_2010,1796_2009_2010
371,0.299919075,15,1,0,25.41,1796,34,2009_2010,1796_2009_2010
263,0.59027808,18,1,0,25.56,1796,34,2009_2010,1796_2009_2010
132,0.189268183,21,1,0,23.71,1796,34,2010_2011,1796_2010_2011
54,-0.099261839,24,1,0,25.13,1796,34,2010_2011,1796_2010_2011
288,0.454151227,27,1,0,31.14,1796,34,2010_2011,1796_2010_2011
176,-0.061974373,30,1,0,32.17,1796,34,2010_2011,1796_2010_2011
0,0.313422199,6,0,0,20.61,1797,34,2008_2009,1797_2008_2009
12,0.886714065,9,0,0,21.23,1797,34,2009_2010,1797_2009_2010
8,0.591940326,12,0,0,23.31,1797,34,2009_2010,1797_2009_2010
118,0.289960232,15,0,0,25.41,1797,34,2009_2010,1797_2009_2010
68,0.408465265,18,0,0,25.56,1797,34,2009_2010,1797_2009_2010
122,0.305129512,21,0,0,23.71,1797,34,2010_2011,1797_2010_2011
11,-0.151356339,24,0,0,25.13,1797,34,2010_2011,1797_2010_2011
59,0.40630558,27,0,0,31.14,1797,34,2010_2011,1797_2010_2011
6,-0.774618092,30,0,0,29.47,1797,34,2010_2011,1797_2010_2011
29,0.334937463,6,1,0,20.61,1798,34,2008_2009,1798_2008_2009
48,0.886714065,9,1,0,21.23,1798,34,2009_2010,1798_2009_2010
98,0.591940326,12,1,0,23.31,1798,34,2009_2010,1798_2009_2010
108,0.289960232,15,1,0,25.41,1798,34,2009_2010,1798_2009_2010
243,0.59027808,18,1,0,25.56,1798,34,2009_2010,1798_2009_2010
111,0.089522161,21,1,0,23.71,1798,34,2010_2011,1798_2010_2011
62,-0.151356339,24,1,0,25.13,1798,34,2010_2011,1798_2010_2011
50,-0.090014484,27,1,0,31.47,1798,34,2010_2011,1798_2010_2011
4,0.380345231,6,0,0,20.61,1799,34,2008_2009,1799_2008_2009
1,0.886714065,9,0,0,21.23,1799,34,2009_2010,1799_2009_2010
16,0.591940326,12,0,0,23.31,1799,34,2009_2010,1799_2009_2010
18,0.289960232,15,0,0,25.41,1799,34,2009_2010,1799_2009_2010
3,0.408465265,18,0,0,25.56,1799,34,2009_2010,1799_2009_2010
20,0.295211417,21,0,0,23.71,1799,34,2010_2011,1799_2010_2011
5,-0.079075686,24,0,0,25.13,1799,34,2010_2011,1799_2010_2011
14,0.428447957,27,0,0,31.14,1799,34,2010_2011,1799_2010_2011
54,0.051081981,30,0,0,29.47,1799,34,2010_2011,1799_2010_2011
0,-2.996089774,33,0,0,29.6,1799,34,2011_2012,1799_2011_2012
3,0.380345231,6,1,0,20.61,1800,34,2008_2009,1800_2008_2009
17,0.886714065,9,1,0,21.23,1800,34,2009_2010,1800_2009_2010
13,0.591940326,12,1,0,23.31,1800,34,2009_2010,1800_2009_2010
61,0.282307414,15,1,0,25.41,1800,34,2009_2010,1800_2009_2010
30,0.505610744,18,1,0,25.56,1800,34,2009_2010,1800_2009_2010
57,0.280718325,21,1,0,23.71,1800,34,2010_2011,1800_2010_2011
2,-0.151356339,24,1,0,25.13,1800,34,2010_2011,1800_2010_2011
14,0.37371016,27,1,0,31.14,1800,34,2010_2011,1800_2010_2011
76,0.251228652,30,1,0,29.47,1800,34,2010_2011,1800_2010_2011
22,-0.052992447,33,1,0,29.6,1800,34,2011_2012,1800_2011_2012
22,0.237595548,36,1,0,26.92,1800,34,2011_2012,1800_2011_2012
43,-0.044073316,39,1,0,30.64,1800,34,2011_2012,1800_2011_2012
34,0.527856131,42,1,0,29.89,1800,34,2011_2012,1800_2011_2012
2,-0.165941042,45,1,0,24.96,1800,34,2012_2013,1800_2012_2013
0,0.380345231,6,0,0,20.61,1801,34,2008_2009,1801_2008_2009
8,0.846193962,9,0,0,21.23,1801,34,2009_2010,1801_2009_2010
42,0.496916053,12,0,0,23.31,1801,34,2009_2010,1801_2009_2010
47,0.299919075,15,0,0,25.41,1801,34,2009_2010,1801_2009_2010
76,0.501159331,18,0,0,25.56,1801,34,2009_2010,1801_2009_2010
40,0.277002734,21,0,0,23.71,1801,34,2010_2011,1801_2010_2011
1,-0.079075686,24,0,0,25.13,1801,34,2010_2011,1801_2010_2011
28,0.475257837,27,0,0,31.14,1801,34,2010_2011,1801_2010_2011
56,0.100252028,30,0,0,29.47,1801,34,2010_2011,1801_2010_2011
16,-0.31709912,33,0,0,29.6,1801,34,2011_2012,1801_2011_2012
2,-0.165564985,36,0,0,26.92,1801,34,2011_2012,1801_2011_2012
26,-0.320915631,39,0,0,30.64,1801,34,2011_2012,1801_2011_2012
19,0.58798895,42,0,0,29.89,1801,34,2011_2012,1801_2011_2012
5,-0.211502394,45,0,0,23.94,1801,34,2012_2013,1801_2012_2013
13,0.731640501,48,0,0,19.04,1801,34,2012_2013,1801_2012_2013
6,0.666740487,51,0,0,15.07,1801,34,2012_2013,1801_2012_2013
0,-0.604110746,57,0,0,19.58,1801,100,2013_2014,1801_2013_2014
0,0.835773847,6,0,0,17.23,1803,9,2008_2009,1803_2008_2009
0,1.064567165,9,0,0,17.24,1803,9,2009_2010,1803_2009_2010
0,0.504499346,12,0,0,21.5,1803,9,2009_2010,1803_2009_2010
11,0.37395652,15,0,0,23.22,1803,9,2009_2010,1803_2009_2010
45,0.973975016,18,0,0,24.46,1803,9,2009_2010,1803_2009_2010
21,0.251228652,21,0,0,24.49,1803,9,2010_2011,1803_2010_2011
22,0.005542634,24,0,0,20.84,1803,9,2010_2011,1803_2010_2011
29,-1.034540249,27,0,0,17.95,1803,9,2010_2011,1803_2010_2011
0,0.835773847,6,0,0,17.23,1804,9,2008_2009,1804_2008_2009
6,1.064567165,9,0,0,17.24,1804,9,2009_2010,1804_2009_2010
0,0.504499346,12,0,0,21.5,1804,9,2009_2010,1804_2009_2010
0,-2.062618724,15,0,0,23.12,1804,9,2009_2010,1804_2009_2010
1,0.824749,6,0,0,17.23,1805,9,2008_2009,1805_2008_2009
3,1.064567165,9,0,0,17.24,1805,9,2009_2010,1805_2009_2010
20,0.504499346,12,0,0,21.5,1805,9,2009_2010,1805_2009_2010
40,0.388895206,15,0,0,23.22,1805,9,2009_2010,1805_2009_2010
207,0.973975016,18,0,0,24.46,1805,9,2009_2010,1805_2009_2010
48,0.24361207,21,0,0,24.49,1805,9,2010_2011,1805_2010_2011
28,-0.168199716,24,0,0,20.84,1805,9,2010_2011,1805_2010_2011
0,-5.271639152,27,0,0,17.47,1805,9,2010_2011,1805_2010_2011
0,0.87645487,6,0,0,17.43,1806,77,2008_2009,1806_2008_2009
10,0.823710519,9,0,0,14.67,1806,77,2009_2010,1806_2009_2010
130,0.320377469,12,0,0,13.25,1806,77,2009_2010,1806_2009_2010
155,-0.110015825,15,0,0,17.9,1806,77,2009_2010,1806_2009_2010
4,-1.746070798,18,0,0,19.59,1806,77,2009_2010,1806_2009_2010
42,0.87645487,6,1,0,17.43,1807,77,2008_2009,1807_2008_2009
70,0.852134514,9,1,0,14.67,1807,77,2009_2010,1807_2009_2010
173,0.530037687,12,1,0,13.25,1807,77,2009_2010,1807_2009_2010
123,-0.029457925,15,1,0,17.9,1807,77,2009_2010,1807_2009_2010
82,0.478212333,18,1,0,21.18,1807,77,2009_2010,1807_2009_2010
73,0.126837902,21,1,0,21.84,1807,77,2010_2011,1807_2010_2011
81,0.177254082,24,1,0,24.39,1807,77,2010_2011,1807_2010_2011
59,0.016673396,27,1,0,28.36,1807,77,2010_2011,1807_2010_2011
17,-1.307755708,33,1,0,5.73,1807,86,2011_2012,1807_2011_2012
137,0.677659601,36,1,0,5.84,1807,86,2011_2012,1807_2011_2012
555,0.140221826,39,1,0,7.23,1807,86,2011_2012,1807_2011_2012
239,-0.032503136,45,1,0,6.01,1807,86,2012_2013,1807_2012_2013
159,-0.046811028,48,1,0,7.43,1807,86,2012_2013,1807_2012_2013
0,-1.201821548,51,1,0,7,1807,86,2012_2013,1807_2012_2013
43,0.87645487,6,1,0,17.43,1808,77,2008_2009,1808_2008_2009
113,0.852134514,9,1,0,14.67,1808,77,2009_2010,1808_2009_2010
211,0.530037687,12,1,0,13.25,1808,77,2009_2010,1808_2009_2010
353,-0.023389223,15,1,0,17.9,1808,77,2009_2010,1808_2009_2010
513,0.477076798,18,1,0,21.18,1808,77,2009_2010,1808_2009_2010
305,-0.008675025,21,1,0,21.84,1808,77,2010_2011,1808_2010_2011
44,-0.030134011,24,1,0,24.39,1808,77,2010_2011,1808_2010_2011
105,0.009482237,27,1,0,28.36,1808,77,2010_2011,1808_2010_2011
13,-1.267884535,33,1,0,5.73,1808,86,2011_2012,1808_2011_2012
68,0.695397711,36,1,1,5.84,1808,86,2011_2012,1808_2011_2012
216,0.140221826,39,1,1,7.23,1808,86,2011_2012,1808_2011_2012
40,0.609878773,42,1,1,7.14,1808,86,2011_2012,1808_2011_2012
263,0.151415479,45,1,1,6.01,1808,86,2012_2013,1808_2012_2013
446,0.108771417,48,1,1,7.43,1808,86,2012_2013,1808_2012_2013
291,-0.181074953,51,1,1,6.53,1808,86,2012_2013,1808_2012_2013
996,1.505795185,54,1,1,5.93,1808,86,2012_2013,1808_2012_2013
239,-0.188326939,57,1,0,5.24,1808,86,2013_2014,1808_2013_2014
6,0.731640501,6,0,0,16.54,1809,3,2008_2009,1809_2008_2009
0,1.295996887,9,0,0,16.46,1809,3,2009_2010,1809_2009_2010
6,0.687523132,12,0,0,18.28,1809,3,2009_2010,1809_2009_2010
6,0.230172644,15,0,0,24.2,1809,3,2009_2010,1809_2009_2010
6,0.596500367,18,0,0,28.48,1809,3,2009_2010,1809_2009_2010
1,-0.054370173,21,0,0,23.72,1809,3,2010_2011,1809_2010_2011
0,0.793398189,6,0,0,22.3,1810,18,2008_2009,1810_2008_2009
0,1.126955726,9,0,0,21.58,1810,18,2009_2010,1810_2009_2010
2,0.532215519,12,0,0,27.88,1810,18,2009_2010,1810_2009_2010
5,0.133101211,15,0,0,31.59,1810,18,2009_2010,1810_2009_2010
3,0.835602315,18,0,0,30.05,1810,18,2009_2010,1810_2009_2010
0,0.189837471,21,0,0,27.69,1810,18,2010_2011,1810_2010_2011
0,0.487260411,24,0,0,23.49,1810,18,2010_2011,1810_2010_2011
2,0.163964653,27,0,0,29.69,1810,18,2010_2011,1810_2010_2011
7,-0.094985499,30,0,0,31.35,1810,18,2010_2011,1810_2010_2011
0,0.793398189,6,1,0,22.3,1811,18,2008_2009,1811_2008_2009
11,1.126955726,9,1,0,21.58,1811,18,2009_2010,1811_2009_2010
27,0.542833485,12,1,0,27.88,1811,18,2009_2010,1811_2009_2010
31,0.133101211,15,1,0,31.59,1811,18,2009_2010,1811_2009_2010
47,0.605571841,18,1,0,30.05,1811,18,2009_2010,1811_2009_2010
3,-0.246273231,21,1,0,29.71,1811,18,2010_2011,1811_2010_2011
1,0.793398189,6,1,0,22.3,1812,18,2008_2009,1812_2008_2009
29,1.126955726,9,1,0,21.58,1812,18,2009_2010,1812_2009_2010
63,0.542833485,12,1,0,27.88,1812,18,2009_2010,1812_2009_2010
50,0.133101211,15,1,0,31.59,1812,18,2009_2010,1812_2009_2010
49,0.529165513,18,1,0,30.05,1812,18,2009_2010,1812_2009_2010
17,0.100557274,21,1,0,27.69,1812,18,2010_2011,1812_2010_2011
60,0.397146387,24,1,0,23.49,1812,18,2010_2011,1812_2010_2011
145,0.093518082,27,1,0,29.69,1812,18,2010_2011,1812_2010_2011
89,0.146714327,30,1,0,29.42,1812,18,2010_2011,1812_2010_2011
66,0.179551222,33,1,0,28.63,1812,18,2011_2012,1812_2011_2012
57,0.439493686,36,1,0,26.28,1812,18,2011_2012,1812_2011_2012
39,0.380100102,39,1,0,29.53,1812,18,2011_2012,1812_2011_2012
15,-0.171217514,42,1,0,31.05,1812,18,2011_2012,1812_2011_2012
146,0.820242798,48,1,0,5.91,1812,83,2012_2013,1812_2012_2013
1,1.094183278,57,1,1,6.82,1812,36,2013_2014,1812_2013_2014
4,0.72716606,60,1,0,5.73,1812,36,2013_2014,1812_2013_2014
61,0.849761612,63,1,0,8.1,1812,36,2013_2014,1812_2013_2014
46,0.484326819,66,1,0,6.73,1812,36,2013_2014,1812_2013_2014
8,0.686559484,69,1,0,7.18,1812,36,2014_2015,1812_2014_2015
13,0.860405088,75,1,0,8.97,1812,36,2014_2015,1812_2014_2015
4,0.793398189,6,1,0,22.3,1813,18,2008_2009,1813_2008_2009
13,1.126955726,9,1,0,21.58,1813,18,2009_2010,1813_2009_2010
17,0.532215519,12,1,0,27.88,1813,18,2009_2010,1813_2009_2010
46,0.133101211,15,1,0,31.59,1813,18,2009_2010,1813_2009_2010
4,0.490861751,18,1,0,30.05,1813,18,2009_2010,1813_2009_2010
12,0.118739629,21,1,0,27.69,1813,18,2010_2011,1813_2010_2011
4,-0.464614332,24,1,0,23.97,1813,18,2010_2011,1813_2010_2011
0,0.793398189,6,1,0,22.3,1814,18,2008_2009,1814_2008_2009
0,1.126955726,9,1,0,21.58,1814,18,2009_2010,1814_2009_2010
0,0.542833485,12,1,0,27.88,1814,18,2009_2010,1814_2009_2010
9,0.133101211,15,1,0,31.59,1814,18,2009_2010,1814_2009_2010
5,0.811881608,18,1,0,30.05,1814,18,2009_2010,1814_2009_2010
8,0.189837471,21,1,0,27.69,1814,18,2010_2011,1814_2010_2011
65,0.452530903,24,1,0,23.49,1814,18,2010_2011,1814_2010_2011
84,0.079942611,27,1,0,29.69,1814,18,2010_2011,1814_2010_2011
35,0.15697569,30,1,0,29.42,1814,18,2010_2011,1814_2010_2011
82,-0.451844665,36,1,0,4,1814,83,2011_2012,1814_2011_2012
1,-0.221284482,39,1,1,5,1814,83,2011_2012,1814_2011_2012
3,-2.155757068,42,1,0,4.67,1814,83,2011_2012,1814_2011_2012
0,-0.252295777,6,1,0,18.85,1815,8,2008_2009,1815_2008_2009
0,-0.252295777,6,1,0,18.85,1816,8,2008_2009,1816_2008_2009
6,-0.295268962,6,1,0,18.85,1817,8,2008_2009,1817_2008_2009
5,0.20792183,6,1,0,17.9,1818,19,2008_2009,1818_2008_2009
12,0.87645487,9,1,0,17.35,1818,19,2009_2010,1818_2009_2010
42,0.659868277,12,1,0,18.6,1818,19,2009_2010,1818_2009_2010
0,-2.734434355,15,1,0,19.67,1818,19,2009_2010,1818_2009_2010
67,0.156391545,6,1,0,17.9,1819,19,2008_2009,1819_2008_2009
99,0.87645487,9,1,0,17.35,1819,19,2009_2010,1819_2009_2010
21,0.586947076,12,1,0,18.6,1819,19,2009_2010,1819_2009_2010
0,-2.734434355,15,1,0,19.67,1819,19,2009_2010,1819_2009_2010
11,0.196932216,6,0,0,17.9,1820,19,2008_2009,1820_2008_2009
18,0.87645487,9,0,0,17.35,1820,19,2009_2010,1820_2009_2010
1,0.53764389,12,0,0,18.58,1820,19,2009_2010,1820_2009_2010
15,0.20792183,6,1,0,17.9,1821,19,2008_2009,1821_2008_2009
187,0.87645487,9,1,0,17.35,1821,19,2009_2010,1821_2009_2010
111,0.659868277,12,1,0,18.6,1821,19,2009_2010,1821_2009_2010
12,-2.734434355,15,1,0,19.67,1821,19,2009_2010,1821_2009_2010
37,0.20792183,6,1,0,17.9,1822,19,2008_2009,1822_2008_2009
395,0.87645487,9,1,0,17.35,1822,19,2009_2010,1822_2009_2010
31,0.543049261,12,1,0,18.51,1822,19,2009_2010,1822_2009_2010
1,0.456462412,6,1,0,17.3,1828,7,2008_2009,1828_2008_2009
0,0.911360367,6,0,0,17.3,1829,7,2008_2009,1829_2008_2009
0,0.869123775,9,0,0,13.67,1829,7,2009_2010,1829_2009_2010
