guard.min,offset.min.cent,age,sex.m,dominant,groupsize,focal.id,group.id,season.id,focal.by.season
14,-0.013004766,6,0,0,5.52,1,39,1999_2000,1_1999_2000
0,-3.074513961,9,0,0,4.69,1,39,1999_2000,1_1999_2000
0,1.160238081,6,1,0,8.76,7,39,1998_1999,7_1998_1999
322,1.131316884,6,1,0,8.76,8,39,1998_1999,8_1998_1999
32,0.017976536,6,1,0,5.52,9,39,1999_2000,9_1999_2000
0,-3.020523943,9,1,0,4.87,9,39,1999_2000,9_1999_2000
0,-0.253906603,6,0,0,4.04,26,38,2002_2003,26_2002_2003
23,0.167155176,9,0,0,3.26,26,38,2002_2003,26_2002_2003
39,-1.610746462,24,0,0,6,35,9,1997_1998,35_1997_1998
683,1.102003282,27,0,0,9.93,35,9,1997_1998,35_1997_1998
21,0.105735304,30,0,0,10.81,35,9,1998_1999,35_1998_1999
0,-1.227491905,33,0,0,8.24,35,9,1998_1999,35_1998_1999
0,-1.144669256,36,0,0,13.17,35,9,1998_1999,35_1998_1999
0,0.287326512,39,0,0,15.67,35,9,1998_1999,35_1998_1999
0,-2.013669995,42,0,0,4.43,35,14,1999_2000,35_1999_2000
0,-2.593276958,45,0,0,2.8,35,14,1999_2000,35_1999_2000
77,-1.610746462,24,0,0,6,36,9,1997_1998,36_1997_1998
134,1.125453129,27,0,0,9.93,36,9,1997_1998,36_1997_1998
54,0.105735304,30,0,0,10.81,36,9,1998_1999,36_1998_1999
9,-1.174168228,33,0,0,8.24,36,9,1998_1999,36_1998_1999
0,-1.144669256,36,0,0,13.17,36,9,1998_1999,36_1998_1999
0,0.097501527,39,0,0,15.67,36,9,1998_1999,36_1998_1999
0,-4.161616675,42,0,0,4.43,36,14,1999_2000,36_1999_2000
37,-1.610746462,24,0,0,6,37,9,1997_1998,37_1997_1998
591,1.125453129,27,0,0,9.93,37,9,1997_1998,37_1997_1998
145,0.105735304,30,0,0,10.81,37,9,1998_1999,37_1998_1999
13,-1.185826815,33,0,0,8.24,37,9,1998_1999,37_1998_1999
0,-0.422076812,36,0,1,13.17,37,9,1998_1999,37_1998_1999
0,0.524795672,39,0,1,15.67,37,9,1998_1999,37_1998_1999
5,1.357621279,42,0,1,12.23,37,9,1999_2000,37_1999_2000
96,0.125641397,45,0,1,11.88,37,9,1999_2000,37_1999_2000
11,-0.724697895,48,0,1,16.9,37,9,1999_2000,37_1999_2000
108,-0.423917092,51,0,1,23.57,37,9,1999_2000,37_1999_2000
73,-0.402007023,54,0,1,22,37,9,2000_2001,37_2000_2001
25,-0.073116572,57,0,1,23.33,37,9,2000_2001,37_2000_2001
9,-0.212672292,60,0,1,30.08,37,9,2000_2001,37_2000_2001
67,-0.811510504,63,0,1,35.14,37,9,2000_2001,37_2000_2001
3,-0.047496376,66,0,1,34,37,9,2001_2002,37_2001_2002
11,-0.810263413,69,0,1,26.09,37,9,2001_2002,37_2001_2002
0,-1.847322247,72,0,1,34.24,37,9,2001_2002,37_2001_2002
35,-1.770971126,75,0,1,42.08,37,9,2001_2002,37_2001_2002
0,-0.595128248,78,0,1,38.64,37,9,2002_2003,37_2002_2003
0,-0.847574944,81,0,1,33.02,37,9,2002_2003,37_2002_2003
0,-0.464614332,84,0,1,35.33,37,9,2002_2003,37_2002_2003
0,-0.061627743,87,0,1,37.86,37,9,2002_2003,37_2002_2003
2,0.319863562,90,0,1,30.53,37,9,2003_2004,37_2003_2004
0,-0.312028135,93,0,1,16.14,37,9,2003_2004,37_2003_2004
0,-0.797859099,96,0,0,11.55,37,9,2003_2004,37_2003_2004
5,-0.985704331,12,0,0,18.96,39,40,1997_1998,39_1997_1998
3,0.204831768,18,0,0,6.99,39,36,1997_1998,39_1997_1998
1,0.576271084,21,0,0,9.98,39,36,1998_1999,39_1998_1999
28,0.382059816,24,0,0,12.12,39,36,1998_1999,39_1998_1999
31,0.987295547,27,0,0,12.95,39,36,1998_1999,39_1998_1999
209,1.487197274,30,0,0,14.06,39,36,1998_1999,39_1998_1999
0,-1.637879056,33,0,0,15.56,39,36,1999_2000,39_1999_2000
62,-0.985704331,12,0,0,18.96,40,40,1997_1998,40_1997_1998
90,0.204831768,18,0,0,6.99,40,36,1997_1998,40_1997_1998
155,0.590901676,21,0,0,9.98,40,36,1998_1999,40_1998_1999
34,0.360584546,24,0,1,12.12,40,36,1998_1999,40_1998_1999
113,1.021113758,27,0,1,12.95,40,36,1998_1999,40_1998_1999
37,1.566029229,30,0,1,14.06,40,36,1998_1999,40_1998_1999
69,0.421347158,33,0,1,12.74,40,36,1999_2000,40_1999_2000
99,-0.142463312,36,0,1,16.21,40,36,1999_2000,40_1999_2000
112,-0.149869856,39,0,1,20.48,40,36,1999_2000,40_1999_2000
48,-0.044073316,42,0,1,19.81,40,36,1999_2000,40_1999_2000
0,-2.985759566,45,0,0,18.86,40,36,2000_2001,40_2000_2001
72,-0.985704331,12,0,0,18.96,41,40,1997_1998,41_1997_1998
42,0.204831768,18,0,0,6.99,41,36,1997_1998,41_1997_1998
18,0.201170201,21,0,0,10.79,41,36,1998_1999,41_1998_1999
105,-2.553560951,9,0,0,18.46,43,40,1997_1998,43_1997_1998
115,0.752316204,18,0,0,9.48,43,36,1998_1999,43_1998_1999
27,0.318063257,21,0,0,11.35,43,36,1998_1999,43_1998_1999
41,0.885559892,24,0,0,12.98,43,36,1998_1999,43_1998_1999
33,1.482556779,27,0,0,13.68,43,36,1998_1999,43_1998_1999
46,-0.543533118,30,0,0,15.08,43,36,1999_2000,43_1999_2000
18,-2.553560951,9,0,0,18.46,44,40,1997_1998,44_1997_1998
7,-0.064750813,12,0,0,20.62,44,40,1997_1998,44_1997_1998
22,0.391084541,15,0,0,17.69,44,40,1997_1998,44_1997_1998
32,0.989578198,18,0,0,18.61,44,40,1998_1999,44_1998_1999
1,1.575477306,21,0,0,23.48,44,40,1998_1999,44_1998_1999
88,1.087160396,24,0,0,24.82,44,40,1998_1999,44_1998_1999
48,0.96129142,27,0,0,24,44,40,1998_1999,44_1998_1999
3,-0.002042446,33,0,0,10.78,44,33,1999_2000,44_1999_2000
83,-0.068578311,36,0,0,13.32,44,33,1999_2000,44_1999_2000
91,0.742942905,39,0,0,12.47,44,33,1999_2000,44_1999_2000
4,-0.310342276,42,0,0,13.69,44,33,2000_2001,44_2000_2001
0,-1.36710472,45,0,0,16.36,44,33,2000_2001,44_2000_2001
0,-0.831631551,48,0,0,17.69,44,33,2000_2001,44_2000_2001
9,-0.131799627,51,0,0,13,44,33,2000_2001,44_2000_2001
38,-0.247876466,54,0,0,14.13,44,33,2001_2002,44_2001_2002
33,-0.436873918,57,0,0,16.63,44,33,2001_2002,44_2001_2002
25,-2.553560951,9,0,0,18.46,45,40,1997_1998,45_1997_1998
67,-0.064750813,12,0,0,20.62,45,40,1997_1998,45_1997_1998
63,0.392056374,15,0,0,17.69,45,40,1997_1998,45_1997_1998
42,0.789313436,18,0,0,18.61,45,40,1998_1999,45_1998_1999
23,1.570569182,21,0,0,23.48,45,40,1998_1999,45_1998_1999
108,1.125589802,24,0,0,24.82,45,40,1998_1999,45_1998_1999
137,0.956619392,27,0,0,24,45,40,1998_1999,45_1998_1999
44,-0.29818597,33,0,0,10.78,45,33,1999_2000,45_1999_2000
49,-0.068578311,36,0,0,13.32,45,33,1999_2000,45_1999_2000
5,0.163674209,39,0,0,12.47,45,33,1999_2000,45_1999_2000
0,-3.260193004,42,0,0,12.15,45,33,2000_2001,45_2000_2001
7,-0.18985894,6,0,0,17.67,46,40,1997_1998,46_1997_1998
21,0.945493616,9,0,0,17.33,46,40,1998_1999,46_1998_1999
8,1.422267793,12,0,0,21.85,46,40,1998_1999,46_1998_1999
5,1.233632096,15,0,0,26.11,46,40,1998_1999,46_1998_1999
66,1.508733707,18,0,0,24.48,46,40,1998_1999,46_1998_1999
35,-0.382248078,24,0,0,9.41,46,33,1999_2000,46_1999_2000
42,-0.259965378,27,0,0,13.09,46,33,1999_2000,46_1999_2000
0,-3.070842667,30,0,0,14.8,46,33,1999_2000,46_1999_2000
1,-0.18985894,6,0,0,17.67,47,40,1997_1998,47_1997_1998
18,1.084622664,9,0,0,17.33,47,40,1998_1999,47_1998_1999
18,1.464138618,12,0,0,21.85,47,40,1998_1999,47_1998_1999
79,1.202362191,15,0,0,26.11,47,40,1998_1999,47_1998_1999
86,1.436699289,18,0,0,24.48,47,40,1998_1999,47_1998_1999
2,-0.18985894,6,0,0,17.67,48,40,1997_1998,48_1997_1998
29,1.078256162,9,0,0,17.33,48,40,1998_1999,48_1998_1999
9,1.451181142,12,0,0,21.85,48,40,1998_1999,48_1998_1999
1,1.16289539,15,0,0,26.11,48,40,1998_1999,48_1998_1999
4,1.532398819,18,0,0,24.48,48,40,1998_1999,48_1998_1999
33,-0.257942588,21,0,0,22.05,48,40,1999_2000,48_1999_2000
5,-1.192537014,24,0,0,22.1,48,40,1999_2000,48_1999_2000
29,-0.748819767,27,0,0,24.59,48,40,1999_2000,48_1999_2000
57,-0.573721271,30,0,0,23.93,48,40,1999_2000,48_1999_2000
3,0.529601675,33,0,0,23.58,48,40,2000_2001,48_2000_2001
5,-0.266053064,36,0,0,25.7,48,40,2000_2001,48_2000_2001
0,-1.952721267,39,0,0,26.33,48,40,2000_2001,48_2000_2001
6,-0.369390476,42,0,0,27.14,48,40,2000_2001,48_2000_2001
1,-1.150351999,45,0,0,21.55,48,40,2001_2002,48_2001_2002
15,0.863933272,6,0,0,17.5,49,40,1998_1999,49_1998_1999
8,1.4789358,9,0,0,21.11,49,40,1998_1999,49_1998_1999
29,1.237518787,12,0,0,25.79,49,40,1998_1999,49_1998_1999
74,1.586285364,15,0,0,24.79,49,40,1998_1999,49_1998_1999
7,-0.239083504,18,0,0,22.53,49,40,1999_2000,49_1999_2000
30,-1.353675399,21,0,0,20.95,49,40,1999_2000,49_1999_2000
49,-1.223177482,24,0,0,24.12,49,40,1999_2000,49_1999_2000
127,-1.091520857,27,0,0,24.74,49,40,1999_2000,49_1999_2000
20,-0.080481884,30,0,0,23.09,49,40,2000_2001,49_2000_2001
4,1.258255455,6,0,0,26.09,50,40,1998_1999,50_1998_1999
154,1.653893683,9,0,0,24.52,50,40,1998_1999,50_1998_1999
52,0.442298613,12,0,0,22.14,50,40,1999_2000,50_1999_2000
41,-1.254571993,15,0,0,21.9,50,40,1999_2000,50_1999_2000
75,-0.873506196,18,0,0,24.56,50,40,1999_2000,50_1999_2000
21,-1.39242625,21,0,0,23.94,50,40,1999_2000,50_1999_2000
24,1.230363137,6,0,0,26.09,51,40,1998_1999,51_1998_1999
67,1.655247864,9,0,0,24.52,51,40,1998_1999,51_1998_1999
14,-0.523465481,12,0,0,22.32,51,40,1999_2000,51_1999_2000
0,-1.925543995,6,0,0,24.8,52,40,1998_1999,52_1998_1999
25,1.68185721,6,0,0,24.84,53,40,1998_1999,53_1998_1999
25,0.659080519,9,0,0,22.51,53,40,1999_2000,53_1999_2000
3,-0.730539359,12,0,0,20.95,53,40,1999_2000,53_1999_2000
3,-1.671708371,15,0,0,24.1,53,40,1999_2000,53_1999_2000
108,-0.187561628,18,0,0,24.74,53,40,1999_2000,53_1999_2000
7,0.660655548,21,0,0,23.42,53,40,2000_2001,53_2000_2001
37,0.714402586,6,0,0,23.03,54,40,1999_2000,54_1999_2000
18,-0.257134369,9,0,0,20.02,54,40,1999_2000,54_1999_2000
7,-1.415252837,12,0,0,23,54,40,1999_2000,54_1999_2000
185,-0.111456564,15,0,0,25.94,54,40,1999_2000,54_1999_2000
80,0.638626397,18,0,0,24.27,54,40,2000_2001,54_2000_2001
36,-0.099618848,21,0,0,23.3,54,40,2000_2001,54_2000_2001
14,-2.146841772,24,0,0,25.1,54,40,2000_2001,54_2000_2001
75,-0.787409437,27,0,0,28.55,54,40,2000_2001,54_2000_2001
10,-0.874161279,30,0,0,23.55,54,40,2001_2002,54_2001_2002
8,0.681536746,6,0,0,22.53,55,40,1999_2000,55_1999_2000
12,-0.72586405,9,0,0,20.95,55,40,1999_2000,55_1999_2000
19,-1.501199499,12,0,0,24.12,55,40,1999_2000,55_1999_2000
148,-0.617436266,15,0,0,24.74,55,40,1999_2000,55_1999_2000
28,-0.169707722,21,0,0,25.79,55,40,2000_2001,55_2000_2001
0,-3.962494784,24,0,0,24.57,55,40,2000_2001,55_2000_2001
43,-0.739941695,27,0,0,28.62,55,40,2000_2001,55_2000_2001
12,-1.547001422,30,0,0,21.76,55,40,2001_2002,55_2001_2002
53,-0.620118154,33,0,0,15.44,55,40,2001_2002,55_2001_2002
161,-0.264833201,36,0,0,19.29,55,40,2001_2002,55_2001_2002
52,-0.783741661,39,0,0,20.5,55,40,2001_2002,55_2001_2002
10,-2.348547502,45,0,0,9.42,55,24,2002_2003,55_2002_2003
46,-0.645059701,9,0,0,9.09,57,33,1999_2000,57_1999_2000
38,-0.273396841,12,0,0,12.87,57,33,1999_2000,57_1999_2000
13,0.219095746,15,0,0,12.62,57,33,1999_2000,57_1999_2000
39,-0.832899716,18,0,0,12.9,57,33,2000_2001,57_2000_2001
0,-0.965836486,6,0,0,21.58,58,40,1999_2000,58_1999_2000
24,-1.063092324,9,0,0,24.58,58,40,1999_2000,58_1999_2000
101,-0.084356942,12,0,0,23.98,58,40,1999_2000,58_1999_2000
20,0.530037687,15,0,0,23.48,58,40,2000_2001,58_2000_2001
2,-0.259965378,18,0,0,25.74,58,40,2000_2001,58_2000_2001
0,-2.31162543,21,0,0,26.06,58,40,2000_2001,58_2000_2001
10,-0.271761234,24,0,0,27.25,58,40,2000_2001,58_2000_2001
1,-1.389478755,27,0,0,22.09,58,40,2001_2002,58_2001_2002
31,-0.296935007,9,0,0,13.09,59,33,1999_2000,59_1999_2000
51,0.046632342,12,0,0,12.84,59,33,1999_2000,59_1999_2000
35,-0.414742125,6,0,0,13.24,60,33,1999_2000,60_1999_2000
165,0.449516258,9,0,0,12.37,60,33,1999_2000,60_1999_2000
15,-1.812671185,12,0,0,12.85,60,33,2000_2001,60_2000_2001
14,-1.162615218,6,0,0,25.24,61,40,1999_2000,61_1999_2000
73,0.841079951,9,0,0,23.96,61,40,1999_2000,61_1999_2000
119,0.707972643,6,0,0,23.83,63,40,1999_2000,63_1999_2000
153,0.644219277,9,0,0,23.63,63,40,2000_2001,63_2000_2001
20,-0.294020855,12,0,0,25.23,63,40,2000_2001,63_2000_2001
20,-1.845917983,15,0,0,27,63,40,2000_2001,63_2000_2001
44,-0.546570676,18,0,0,26.82,63,40,2000_2001,63_2000_2001
106,-0.234312765,21,0,0,20.47,63,40,2001_2002,63_2001_2002
77,-0.613156938,24,0,0,16.05,63,40,2001_2002,63_2001_2002
168,-0.366746384,27,0,0,19.39,63,40,2001_2002,63_2001_2002
127,-0.441066715,30,0,0,20.65,63,40,2001_2002,63_2001_2002
1,-3.150249767,36,0,0,5,63,24,2002_2003,63_2002_2003
0,0.333921113,6,0,0,22.8,64,40,2000_2001,64_2000_2001
0,-1.324432726,9,0,0,24.49,64,40,2000_2001,64_2000_2001
2,-1.100878653,12,0,0,28.33,64,40,2000_2001,64_2000_2001
37,-0.494430227,15,0,0,25.15,64,40,2000_2001,64_2000_2001
7,-0.764957667,18,0,0,17.43,64,40,2001_2002,64_2001_2002
11,-0.611555883,21,0,0,17.85,64,40,2001_2002,64_2001_2002
46,-0.322190342,24,0,0,19.47,64,40,2001_2002,64_2001_2002
24,-0.878098855,27,0,0,20.11,64,40,2001_2002,64_2001_2002
0,-0.089305918,30,0,0,12.47,64,24,2002_2003,64_2002_2003
0,-2.401668152,6,0,0,24.57,65,40,2000_2001,65_2000_2001
2,-0.466993176,9,0,0,28.62,65,40,2000_2001,65_2000_2001
36,-0.34146545,12,0,0,21.73,65,40,2001_2002,65_2001_2002
36,-0.424838228,15,0,0,15.33,65,40,2001_2002,65_2001_2002
31,-0.264833201,18,0,0,19.29,65,40,2001_2002,65_2001_2002
170,-0.783741661,21,0,0,20.47,65,40,2001_2002,65_2001_2002
0,-1.790978442,27,0,0,9.27,65,24,2002_2003,65_2002_2003
11,-0.672175409,6,0,0,28.75,66,40,2000_2001,66_2000_2001
6,-0.318370022,9,0,0,22.66,66,40,2001_2002,66_2001_2002
36,-0.517010882,12,0,0,15.2,66,40,2001_2002,66_2001_2002
53,-0.284905187,15,0,0,19.12,66,40,2001_2002,66_2001_2002
101,-0.827202875,18,0,0,20.15,66,40,2001_2002,66_2001_2002
0,-2.657919644,24,0,0,13,66,24,2002_2003,66_2002_2003
0,-0.644512276,6,0,0,14.69,67,40,2001_2002,67_2001_2002
20,-0.576312728,9,0,0,18.88,67,40,2001_2002,67_2001_2002
45,-0.487636437,12,0,0,19.6,67,40,2001_2002,67_2001_2002
8,-0.249080215,15,0,0,19.08,67,40,2001_2002,67_2001_2002
24,-0.286144404,18,0,0,16.25,67,40,2002_2003,67_2002_2003
2,-0.27626421,21,0,0,22.33,67,40,2002_2003,67_2002_2003
8,0.27540702,24,0,0,26.13,67,40,2002_2003,67_2002_2003
0,0.091060535,27,0,0,25.85,67,40,2002_2003,67_2002_2003
0,-3.75848022,30,0,0,19.74,67,40,2003_2004,67_2003_2004
0,-0.644512276,6,0,0,14.69,68,40,2001_2002,68_2001_2002
16,-0.576312728,9,0,0,18.88,68,40,2001_2002,68_2001_2002
7,-0.487636437,12,0,0,19.6,68,40,2001_2002,68_2001_2002
44,-0.249080215,15,0,0,19.08,68,40,2001_2002,68_2001_2002
3,0.173800598,18,0,0,16.25,68,40,2002_2003,68_2002_2003
1,-0.27626421,21,0,0,22.33,68,40,2002_2003,68_2002_2003
0,0.27540702,24,0,0,26.13,68,40,2002_2003,68_2002_2003
3,0.091060535,27,0,0,25.85,68,40,2002_2003,68_2002_2003
0,-0.779475874,30,0,0,19.77,68,40,2003_2004,68_2003_2004
3,-0.644512276,6,0,0,14.69,69,40,2001_2002,69_2001_2002
9,-0.576312728,9,0,0,18.88,69,40,2001_2002,69_2001_2002
47,-0.487636437,12,0,0,19.6,69,40,2001_2002,69_2001_2002
25,-0.583075254,15,0,0,19.08,69,40,2001_2002,69_2001_2002
3,-0.209165811,18,0,0,16.25,69,40,2002_2003,69_2002_2003
0,-0.243872151,21,0,0,22.33,69,40,2002_2003,69_2002_2003
0,0.27540702,24,0,0,26.13,69,40,2002_2003,69_2002_2003
9,0.091060535,27,0,0,25.85,69,40,2002_2003,69_2002_2003
0,-2.965346752,30,0,0,19.74,69,40,2003_2004,69_2003_2004
16,-0.412458656,6,0,0,19.62,70,40,2001_2002,70_2001_2002
13,-0.388501883,9,0,0,19.2,70,40,2001_2002,70_2001_2002
27,-0.20373037,12,0,0,16.25,70,40,2002_2003,70_2002_2003
1,-0.322615529,15,0,0,22.17,70,40,2002_2003,70_2002_2003
37,0.257181371,18,0,0,26.05,70,40,2002_2003,70_2002_2003
6,0.152001907,21,0,0,25.91,70,40,2002_2003,70_2002_2003
0,-3.503041282,24,0,0,20.07,70,40,2003_2004,70_2003_2004
92,-0.348823622,6,0,0,20.37,71,40,2001_2002,71_2001_2002
169,0.103605719,9,0,0,16.44,71,40,2002_2003,71_2002_2003
41,-0.765559305,12,0,0,19.61,71,40,2002_2003,71_2002_2003
38,0.211843843,15,0,0,24.93,71,40,2002_2003,71_2002_2003
78,0.300180103,18,0,0,26.09,71,40,2002_2003,71_2002_2003
20,-0.067185165,21,0,0,21.25,71,40,2003_2004,71_2003_2004
90,-0.166693489,24,0,0,15.93,71,40,2003_2004,71_2003_2004
90,0.41706763,27,0,0,16.28,71,40,2003_2004,71_2003_2004
13,0.121144481,30,0,0,16.78,71,40,2003_2004,71_2003_2004
22,0.91909626,33,0,1,14.74,71,40,2004_2005,71_2004_2005
6,0.478893169,36,0,1,9.91,71,40,2004_2005,71_2004_2005
48,0.910228287,39,0,1,14.96,71,40,2004_2005,71_2004_2005
15,0.840738287,42,0,1,14.59,71,40,2004_2005,71_2004_2005
18,1.135798768,45,0,1,15.65,71,40,2005_2006,71_2005_2006
66,1.024816593,48,0,1,15.02,71,40,2005_2006,71_2005_2006
196,0.372724246,51,0,1,13.18,71,40,2005_2006,71_2005_2006
68,0.24878542,54,0,1,10.8,71,40,2005_2006,71_2005_2006
72,0.856529658,57,0,1,9.98,71,40,2006_2007,71_2006_2007
15,0.798529957,60,0,1,10.7,71,40,2006_2007,71_2006_2007
231,0.478439319,63,0,1,9.9,71,40,2006_2007,71_2006_2007
88,1.362057175,66,0,1,8.58,71,40,2006_2007,71_2006_2007
25,0.49646857,69,0,0,6.05,71,40,2007_2008,71_2007_2008
7,-0.016679906,6,0,0,16.95,73,40,2002_2003,73_2002_2003
0,-0.721787162,9,0,0,17.73,73,40,2002_2003,73_2002_2003
0,0.172358883,12,0,0,24.48,73,40,2002_2003,73_2002_2003
19,0.167734415,15,0,0,25.82,73,40,2002_2003,73_2002_2003
5,-0.067533309,18,0,0,23.42,73,40,2003_2004,73_2003_2004
2,-0.016679906,6,0,0,16.95,74,40,2002_2003,74_2002_2003
16,-0.721787162,9,0,0,17.73,74,40,2002_2003,74_2002_2003
6,0.192396127,12,0,0,24.48,74,40,2002_2003,74_2002_2003
29,0.167734415,15,0,0,25.82,74,40,2002_2003,74_2002_2003
29,0.205956293,18,0,0,23.42,74,40,2003_2004,74_2003_2004
0,-3.081888396,21,0,0,16.05,74,40,2003_2004,74_2003_2004
19,-0.958115136,6,0,0,16.82,75,40,2002_2003,75_2002_2003
1,-0.702741103,6,0,0,18.04,76,40,2002_2003,76_2002_2003
0,0.208763277,9,0,0,24.61,76,40,2002_2003,76_2002_2003
0,0.176103959,12,0,0,25.8,76,40,2002_2003,76_2002_2003
0,0.358342194,15,0,0,23.13,76,40,2003_2004,76_2003_2004
0,-3.006504311,18,0,0,16.33,76,40,2003_2004,76_2003_2004
7,0.196082926,6,0,0,25.77,77,40,2002_2003,77_2002_2003
0,0.265522429,9,0,0,25.91,77,40,2002_2003,77_2002_2003
34,-0.047839187,12,0,0,18.96,77,40,2003_2004,77_2003_2004
19,0.197498094,15,0,0,16.28,77,40,2003_2004,77_2003_2004
1,0.197215186,6,0,0,25.77,78,40,2002_2003,78_2002_2003
16,0.265522429,9,0,0,25.91,78,40,2002_2003,78_2002_2003
11,-0.047839187,12,0,0,18.96,78,40,2003_2004,78_2003_2004
3,0.296520843,15,0,0,16.12,78,40,2003_2004,78_2003_2004
1,0.393512736,18,0,1,16.8,78,40,2003_2004,78_2003_2004
0,-0.159188916,21,0,0,16.57,78,40,2003_2004,78_2003_2004
0,0.269004127,6,0,0,26,80,40,2002_2003,80_2002_2003
0,-0.027094443,9,0,0,20.27,80,40,2003_2004,80_2003_2004
0,0.216311429,12,0,0,16.13,80,40,2003_2004,80_2003_2004
0,0.332903952,15,0,0,16.39,80,40,2003_2004,80_2003_2004
25,0.357593866,18,0,0,16.92,80,40,2003_2004,80_2003_2004
31,0.664388469,21,0,0,13.97,80,40,2004_2005,80_2004_2005
1,0.452994063,24,0,0,9.98,80,40,2004_2005,80_2004_2005
21,0.966720582,27,0,0,15.23,80,40,2004_2005,80_2004_2005
10,-0.380021985,30,0,0,14.37,80,40,2004_2005,80_2004_2005
13,0.981800461,33,0,0,15.71,80,40,2005_2006,80_2005_2006
0,-1.332853705,36,0,0,15.14,80,40,2005_2006,80_2005_2006
0,-1.168378645,6,0,0,21.07,81,40,2003_2004,81_2003_2004
11,0.859563604,6,0,0,11.62,82,40,2004_2005,82_2004_2005
0,0.462911543,9,0,0,9.94,82,40,2004_2005,82_2004_2005
32,0.916361826,12,0,0,16.22,82,40,2004_2005,82_2004_2005
1,-0.506652717,15,0,0,14.19,82,40,2004_2005,82_2004_2005
0,-1.200974702,18,0,0,15.28,82,40,2005_2006,82_2005_2006
44,-1.022706901,21,0,0,17.94,82,40,2005_2006,82_2005_2006
0,0.407025881,6,0,0,11.19,83,40,2004_2005,83_2004_2005
45,0.948480457,9,0,0,16.39,83,40,2004_2005,83_2004_2005
47,1.005293245,12,0,0,14.44,83,40,2005_2006,83_2005_2006
35,0.665761006,15,0,0,15.31,83,40,2005_2006,83_2005_2006
89,0.839370715,18,0,0,14.79,83,40,2005_2006,83_2005_2006
0,-0.435944054,21,0,0,12.93,83,40,2005_2006,83_2005_2006
0,-5.520808919,24,0,0,5,83,25,2006_2007,83_2006_2007
2,0.407025881,6,0,0,11.19,84,40,2004_2005,84_2004_2005
44,0.934746202,9,0,0,16.39,84,40,2004_2005,84_2004_2005
26,1.006644144,12,0,0,14.44,84,40,2005_2006,84_2005_2006
32,0.83697393,15,0,0,15.31,84,40,2005_2006,84_2005_2006
19,0.824402933,18,0,0,14.79,84,40,2005_2006,84_2005_2006
7,-0.435944054,21,0,0,12.93,84,40,2005_2006,84_2005_2006
0,-5.520808919,24,0,0,5,84,25,2006_2007,84_2006_2007
3,-2.242754308,30,0,0,7.38,84,4,2006_2007,84_2006_2007
16,-2.305574318,33,0,0,2.83,84,4,2006_2007,84_2006_2007
5,1.142829332,6,0,0,15.69,88,40,2005_2006,88_2005_2006
4,0.91587867,9,0,0,15.27,88,40,2005_2006,88_2005_2006
31,0.279923037,12,0,0,13.17,88,40,2005_2006,88_2005_2006
74,0.549290933,15,0,0,10.35,88,40,2005_2006,88_2005_2006
46,0.787889581,18,0,0,10.04,88,40,2006_2007,88_2006_2007
16,0.621090406,21,0,0,10.67,88,40,2006_2007,88_2006_2007
8,0.775362596,24,0,0,9.72,88,40,2006_2007,88_2006_2007
306,1.284827416,27,0,0,8.29,88,40,2006_2007,88_2006_2007
156,0.211004426,30,0,0,5.86,88,40,2007_2008,88_2007_2008
1,0.091675366,6,0,0,13.19,89,40,2005_2006,89_2005_2006
0,0.888525659,6,0,0,10.29,90,40,2005_2006,90_2005_2006
18,0.761439338,9,0,0,10.6,90,40,2006_2007,90_2006_2007
33,0.53851029,12,0,0,10.12,90,40,2006_2007,90_2006_2007
25,0.786820646,15,0,0,9.58,90,40,2006_2007,90_2006_2007
442,1.280719419,18,0,0,7.99,90,40,2006_2007,90_2006_2007
22,-0.27012772,21,0,0,5.67,90,40,2007_2008,90_2007_2008
33,0.888525659,6,0,0,10.29,91,40,2005_2006,91_2005_2006
40,0.711947903,9,0,0,10.6,91,40,2006_2007,91_2006_2007
30,0.53851029,12,0,0,10.12,91,40,2006_2007,91_2006_2007
96,0.786820646,15,0,0,9.58,91,40,2006_2007,91_2006_2007
604,1.280719419,18,0,0,7.99,91,40,2006_2007,91_2006_2007
194,-0.164437478,21,0,0,5.68,91,40,2007_2008,91_2007_2008
189,-0.735231866,24,1,0,19.71,94,40,1997_1998,94_1997_1998
75,0.112707591,27,1,0,18.81,94,40,1997_1998,94_1997_1998
75,0.340260059,30,1,0,17.79,94,40,1998_1999,94_1998_1999
69,-0.780693216,21,1,0,19.32,95,40,1997_1998,95_1997_1998
10,-0.300273638,24,1,0,19.51,95,40,1997_1998,95_1997_1998
8,0.325249287,27,1,0,17.7,95,40,1997_1998,95_1997_1998
27,0.544127592,36,1,0,6.13,95,20,1998_1999,95_1998_1999
41,0.552935696,39,1,0,5.95,95,20,1998_1999,95_1998_1999
0,-3.034699352,42,1,0,6,95,20,1999_2000,95_1999_2000
5,0.259069608,21,1,1,14.71,96,35,1997_1998,96_1997_1998
38,0.258530397,24,1,1,17.97,96,35,1997_1998,96_1997_1998
0,-1.019765635,27,1,1,17.82,96,35,1997_1998,96_1997_1998
71,0.848403683,30,1,1,13.4,96,35,1998_1999,96_1998_1999
411,0.922626261,33,1,1,12.5,96,35,1998_1999,96_1998_1999
266,1.511261494,36,1,1,14.95,96,35,1998_1999,96_1998_1999
151,1.481833405,39,1,1,15.81,96,35,1998_1999,96_1998_1999
92,-0.247876466,42,1,1,17.53,96,35,1999_2000,96_1999_2000
